location_name,location_url,search_rank,search_term,location_found
Cultural Tours (104),https://www.tripadvisor.com/Attractions-g187144-Activities-c42-t225-Ile_de_France.html,36,France,"Ile-de-France, France"
"Jardin des Tuileries
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d194171-Reviews-Jardin_des_Tuileries-Paris_Ile_de_France.html,37,France,"Ile-de-France, France"
"Pere-Lachaise Cemetery (Cimetiere du Pere-Lachaise)
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188698-Reviews-Pere_Lachaise_Cemetery_Cimetiere_du_Pere_Lachaise-Paris_Ile_de_France.html,38,France,"Ile-de-France, France"
"The Hall of Mirrors
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d6105541-Reviews-The_Hall_of_Mirrors-Versailles_Yvelines_Ile_de_France.html,39,France,"Ile-de-France, France"
"Champs-Elysees
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d209760-Reviews-Champs_Elysees-Paris_Ile_de_France.html,40,France,"Ile-de-France, France"
"Musee du quai Branly - Jacques Chirac
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d500272-Reviews-Musee_du_quai_Branly_Jacques_Chirac-Paris_Ile_de_France.html,41,France,"Ile-de-France, France"
"Latin Quarter
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189685-Reviews-Latin_Quarter-Paris_Ile_de_France.html,42,France,"Ile-de-France, France"
"Musee des Arts Forains
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d2507208-Reviews-Musee_des_Arts_Forains-Paris_Ile_de_France.html,43,France,"Ile-de-France, France"
"Basilica Cathedral of Saint-Denis
(Saint-Denis)",https://www.tripadvisor.com/Attraction_Review-g196589-d232100-Reviews-Basilica_Cathedral_of_Saint_Denis-Saint_Denis_Seine_Saint_Denis_Ile_de_France.html,44,France,"Ile-de-France, France"
"Walt Disney Studios Park
(Marne-la-Vallee)",https://www.tripadvisor.com/Attraction_Review-g226865-d285990-Reviews-Walt_Disney_Studios_Park-Marne_la_Vallee_Seine_et_Marne_Ile_de_France.html,45,France,"Ile-de-France, France"
"Musee de Cluny - Musee National du Moyen Age
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188484-Reviews-Musee_de_Cluny_Musee_National_du_Moyen_Age-Paris_Ile_de_France.html,46,France,"Ile-de-France, France"
"Parc des Buttes Chaumont
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189249-Reviews-Parc_des_Buttes_Chaumont-Paris_Ile_de_France.html,47,France,"Ile-de-France, France"
"Chateau de Fontainebleau
(Fontainebleau)",https://www.tripadvisor.com/Attraction_Review-g187145-d195894-Reviews-Chateau_de_Fontainebleau-Fontainebleau_Seine_et_Marne_Ile_de_France.html,48,France,"Ile-de-France, France"
"Memorial de la Shoah (Shoah Memorial)
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d549934-Reviews-Memorial_de_la_Shoah_Shoah_Memorial-Paris_Ile_de_France.html,49,France,"Ile-de-France, France"
Sightseeing Tours (131),https://www.tripadvisor.com/Attractions-g187144-Activities-c42-t139-Ile_de_France.html,50,France,"Ile-de-France, France"
"Observatoire Panoramique de la Tour Montparnasse
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d314450-Reviews-Observatoire_Panoramique_de_la_Tour_Montparnasse-Paris_Ile_de_France.html,51,France,"Ile-de-France, France"
"Petit Palais, City of Paris Fine Art Museum
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d232167-Reviews-Petit_Palais_City_of_Paris_Fine_Art_Museum-Paris_Ile_de_France.html,52,France,"Ile-de-France, France"
"The Trianons & The Hamlet
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d319292-Reviews-The_Trianons_The_Hamlet-Versailles_Yvelines_Ile_de_France.html,53,France,"Ile-de-France, France"
"Disneyland Park
(Marne-la-Vallee)",https://www.tripadvisor.com/Attraction_Review-g226865-d189258-Reviews-Disneyland_Park-Marne_la_Vallee_Seine_et_Marne_Ile_de_France.html,54,France,"Ile-de-France, France"
"The Royal Opera (L'Opera Royal)
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d546426-Reviews-The_Royal_Opera_L_Opera_Royal-Versailles_Yvelines_Ile_de_France.html,55,France,"Ile-de-France, France"
Food Tours (50),https://www.tripadvisor.com/Attractions-g187144-Activities-c42-t204-Ile_de_France.html,56,France,"Ile-de-France, France"
"Luxembourg Palace
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d210197-Reviews-Luxembourg_Palace-Paris_Ile_de_France.html,57,France,"Ile-de-France, France"
"Arboretum de la Vallee-aux-Loups
(Chatenay-Malabry)",https://www.tripadvisor.com/Attraction_Review-g790300-d3665512-Reviews-Arboretum_de_la_Vallee_aux_Loups-Chatenay_Malabry_Hauts_de_Seine_Ile_de_France.html,58,France,"Ile-de-France, France"
"1st Arrondissement
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d6642124-Reviews-1st_Arrondissement-Paris_Ile_de_France.html,59,France,"Ile-de-France, France"
"Parc de Sceaux
(Sceaux)",https://www.tripadvisor.com/Attraction_Review-g1207806-d1370070-Reviews-Parc_de_Sceaux-Sceaux_Hauts_de_Seine_Ile_de_France.html,60,France,"Ile-de-France, France"
"Musee National des Arts Asiatiques - Guimet
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188488-Reviews-Musee_National_des_Arts_Asiatiques_Guimet-Paris_Ile_de_France.html,61,France,"Ile-de-France, France"
"Fontainebleau Forest (Foret de Fontainebleau)
(Fontainebleau)",https://www.tripadvisor.com/Attraction_Review-g187145-d219685-Reviews-Fontainebleau_Forest_Foret_de_Fontainebleau-Fontainebleau_Seine_et_Marne_Ile_de_Fr.html,62,France,"Ile-de-France, France"
French Open,https://www.tripadvisor.com/Attraction_Review-g187147-d8820231-Reviews-French_Open-Paris_Ile_de_France.html,63,France,"Ile-de-France, France"
"Eglise Saint-Etienne-du-Mont de Paris
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d191146-Reviews-Eglise_Saint_Etienne_du_Mont_de_Paris-Paris_Ile_de_France.html,64,France,"Ile-de-France, France"
"Fondation Louis Vuitton
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d7149635-Reviews-Fondation_Louis_Vuitton-Paris_Ile_de_France.html,65,France,"Ile-de-France, France"
"Musee des Arts et Metiers
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d265615-Reviews-Musee_des_Arts_et_Metiers-Paris_Ile_de_France.html,66,France,"Ile-de-France, France"
Spas (343),https://www.tripadvisor.com/Attractions-g187144-Activities-c40-t127-Ile_de_France.html,67,France,"Ile-de-France, France"
"La Madeleine
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d209790-Reviews-La_Madeleine-Paris_Ile_de_France.html,68,France,"Ile-de-France, France"
"Galeries Lafayette
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189193-Reviews-Galeries_Lafayette-Paris_Ile_de_France.html,69,France,"Ile-de-France, France"
"Le Parc des Felins
(Lumigny-Nesles-Ormeaux)",https://www.tripadvisor.com/Attraction_Review-g1991177-d1989893-Reviews-Le_Parc_des_Felins-Lumigny_Nesles_Ormeaux_Seine_et_Marne_Ile_de_France.html,70,France,"Ile-de-France, France"
"Pantheon
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189280-Reviews-Pantheon-Paris_Ile_de_France.html,71,France,"Ile-de-France, France"
Lessons & Workshops (99),https://www.tripadvisor.com/Attractions-g187144-Activities-c41-t185-Ile_de_France.html,72,France,"Ile-de-France, France"
Cooking Classes (55),https://www.tripadvisor.com/Attractions-g187144-Activities-c36-t203-Ile_de_France.html,73,France,"Ile-de-France, France"
"Le Jardin de Versailles
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d10509740-Reviews-Le_Jardin_de_Versailles-Versailles_Yvelines_Ile_de_France.html,74,France,"Ile-de-France, France"
"The Catacombs
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189229-Reviews-The_Catacombs-Paris_Ile_de_France.html,75,France,"Ile-de-France, France"
Gift & Specialty Shops (588),https://www.tripadvisor.com/Attractions-g187144-Activities-c26-t144-Ile_de_France.html,76,France,"Ile-de-France, France"
"Coulee Verte Rene Dumont
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d652872-Reviews-Coulee_Verte_Rene_Dumont-Paris_Ile_de_France.html,77,France,"Ile-de-France, France"
"Jardin des Plantes
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189291-Reviews-Jardin_des_Plantes-Paris_Ile_de_France.html,78,France,"Ile-de-France, France"
"Jardin du Palais Royal
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d209789-Reviews-Jardin_du_Palais_Royal-Paris_Ile_de_France.html,79,France,"Ile-de-France, France"
"Parc Monceau
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d194190-Reviews-Parc_Monceau-Paris_Ile_de_France.html,80,France,"Ile-de-France, France"
"Grand Canal
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d545955-Reviews-Grand_Canal-Versailles_Yvelines_Ile_de_France.html,81,France,"Ile-de-France, France"
"Hotel de Ville
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d208055-Reviews-Hotel_de_Ville-Paris_Ile_de_France.html,82,France,"Ile-de-France, France"
"Parc Montsouris
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d545891-Reviews-Parc_Montsouris-Paris_Ile_de_France.html,83,France,"Ile-de-France, France"
"Centre Pompidou
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d314440-Reviews-Centre_Pompidou-Paris_Ile_de_France.html,84,France,"Ile-de-France, France"
"Place de la Concorde
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189281-Reviews-Place_de_la_Concorde-Paris_Ile_de_France.html,85,France,"Ile-de-France, France"
"Le Bon Marche Rive Gauche
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189255-Reviews-Le_Bon_Marche_Rive_Gauche-Paris_Ile_de_France.html,86,France,"Ile-de-France, France"
"The Royal Chapel
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d546424-Reviews-The_Royal_Chapel-Versailles_Yvelines_Ile_de_France.html,87,France,"Ile-de-France, France"
"Paroisse Saint-Eustache
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d191149-Reviews-Paroisse_Saint_Eustache-Paris_Ile_de_France.html,88,France,"Ile-de-France, France"
"Rue Montorgueil
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d208054-Reviews-Rue_Montorgueil-Paris_Ile_de_France.html,89,France,"Ile-de-France, France"
"Musee de la Grande Guerre
(Meaux)",https://www.tripadvisor.com/Attraction_Review-g196576-d2407931-Reviews-Musee_de_la_Grande_Guerre-Meaux_Seine_et_Marne_Ile_de_France.html,90,France,"Ile-de-France, France"
"Albert Kahn Musee et Jardins
(Boulogne-Billancourt)",https://www.tripadvisor.com/Attraction_Review-g196560-d729704-Reviews-Albert_Kahn_Musee_et_Jardins-Boulogne_Billancourt_Hauts_de_Seine_Ile_de_France.html,91,France,"Ile-de-France, France"
"National Museum of Natural History
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189241-Reviews-National_Museum_of_Natural_History-Paris_Ile_de_France.html,92,France,"Ile-de-France, France"
Bike Tours (25),https://www.tripadvisor.com/Attractions-g187144-Activities-c61-t214-Ile_de_France.html,93,France,"Ile-de-France, France"
French Open,https://www.tripadvisor.com/Attraction_Review-g187147-d8820231-Reviews-French_Open-Paris_Ile_de_France.html,94,France,"Ile-de-France, France"
"Bastille Market
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d3249136-Reviews-Bastille_Market-Paris_Ile_de_France.html,95,France,"Ile-de-France, France"
"Montparnasse
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d194214-Reviews-Montparnasse-Paris_Ile_de_France.html,96,France,"Ile-de-France, France"
"Pont-Neuf
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d191012-Reviews-Pont_Neuf-Paris_Ile_de_France.html,97,France,"Ile-de-France, France"
"Palais Royal
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189251-Reviews-Palais_Royal-Paris_Ile_de_France.html,98,France,"Ile-de-France, France"
Performances (69),https://www.tripadvisor.com/Attractions-g187144-Activities-c58-t111-Ile_de_France.html,99,France,"Ile-de-France, France"
"Rue Mouffetard Market
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d191100-Reviews-Rue_Mouffetard_Market-Paris_Ile_de_France.html,100,France,"Ile-de-France, France"
"Musee de Montmartre
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d210318-Reviews-Musee_de_Montmartre-Paris_Ile_de_France.html,101,France,"Ile-de-France, France"
"Val d'Europe Shopping Center
(Marne-la-Vallee)",https://www.tripadvisor.com/Attraction_Review-g226865-d668695-Reviews-Val_d_Europe_Shopping_Center-Marne_la_Vallee_Seine_et_Marne_Ile_de_France.html,102,France,"Ile-de-France, France"
Game & Entertainment Centers (113),https://www.tripadvisor.com/Attractions-g187144-Activities-c56-t110-Ile_de_France.html,103,France,"Ile-de-France, France"
"Office du Tourisme et des Congres de Paris
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d310851-Reviews-Office_du_Tourisme_et_des_Congres_de_Paris-Paris_Ile_de_France.html,104,France,"Ile-de-France, France"
"Saint-Sulpice
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d208638-Reviews-Saint_Sulpice-Paris_Ile_de_France.html,105,France,"Ile-de-France, France"
"Place Vendome
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189189-Reviews-Place_Vendome-Paris_Ile_de_France.html,106,France,"Ile-de-France, France"
"Eglise Saint-Sulpice
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d232169-Reviews-Eglise_Saint_Sulpice-Paris_Ile_de_France.html,107,France,"Ile-de-France, France"
"Chateau de Malmaison
(Rueil-Malmaison)",https://www.tripadvisor.com/Attraction_Review-g226861-d459954-Reviews-Chateau_de_Malmaison-Rueil_Malmaison_Hauts_de_Seine_Ile_de_France.html,108,France,"Ile-de-France, France"
"Musee Carnavalet
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188758-Reviews-Musee_Carnavalet-Paris_Ile_de_France.html,109,France,"Ile-de-France, France"
"Parc des Princes
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d2485740-Reviews-Parc_des_Princes-Paris_Ile_de_France.html,110,France,"Ile-de-France, France"
"Stade de France
(Saint-Denis)",https://www.tripadvisor.com/Attraction_Review-g196589-d1735133-Reviews-Stade_de_France-Saint_Denis_Seine_Saint_Denis_Ile_de_France.html,111,France,"Ile-de-France, France"
"Parc du Champ de Mars
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d1847870-Reviews-Parc_du_Champ_de_Mars-Paris_Ile_de_France.html,112,France,"Ile-de-France, France"
"Chateau of Champs-sur-Marne
(Champs-sur-Marne)",https://www.tripadvisor.com/Attraction_Review-g1078666-d668717-Reviews-Chateau_of_Champs_sur_Marne-Champs_sur_Marne_Marne_la_Vallee_Seine_et_Marne_Ile_d.html,113,France,"Ile-de-France, France"
Boat Tours (32),https://www.tripadvisor.com/Attractions-g187144-Activities-c61-t167-Ile_de_France.html,114,France,"Ile-de-France, France"
"La Defense
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d246654-Reviews-La_Defense-Paris_Ile_de_France.html,115,France,"Ile-de-France, France"
"Grande Galerie de l'Evolution
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d4735877-Reviews-Grande_Galerie_de_l_Evolution-Paris_Ile_de_France.html,116,France,"Ile-de-France, France"
"Musee des Arts Decoratifs
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d232164-Reviews-Musee_des_Arts_Decoratifs-Paris_Ile_de_France.html,117,France,"Ile-de-France, France"
"Pont des Arts
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d2072995-Reviews-Pont_des_Arts-Paris_Ile_de_France.html,118,France,"Ile-de-France, France"
"Triumphal Way (Voie Triomphale)
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d246752-Reviews-Triumphal_Way_Voie_Triomphale-Paris_Ile_de_France.html,119,France,"Ile-de-France, France"
"Opera Bastille - Opera National de Paris
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d190203-Reviews-Opera_Bastille_Opera_National_de_Paris-Paris_Ile_de_France.html,120,France,"Ile-de-France, France"
"Montmartre Cemetery
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d194993-Reviews-Montmartre_Cemetery-Paris_Ile_de_France.html,121,France,"Ile-de-France, France"
"Musee Picasso Paris
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188473-Reviews-Musee_Picasso_Paris-Paris_Ile_de_France.html,122,France,"Ile-de-France, France"
"Rue Cler
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d190512-Reviews-Rue_Cler-Paris_Ile_de_France.html,123,France,"Ile-de-France, France"
"Aeroville
(Tremblay-En-France)",https://www.tripadvisor.com/Attraction_Review-g226863-d5400444-Reviews-Aeroville-Tremblay_En_France_Seine_Saint_Denis_Ile_de_France.html,124,France,"Ile-de-France, France"
French Open,https://www.tripadvisor.com/Attraction_Review-g187147-d8820231-Reviews-French_Open-Paris_Ile_de_France.html,125,France,"Ile-de-France, France"
Bars & Clubs (383),https://www.tripadvisor.com/Attractions-g187144-Activities-c20-t99-Ile_de_France.html,126,France,"Ile-de-France, France"
"Museum of Modern Art City of Paris
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188486-Reviews-Museum_of_Modern_Art_City_of_Paris-Paris_Ile_de_France.html,127,France,"Ile-de-France, France"
"La Grande Arche de La Defense
(Puteaux)",https://www.tripadvisor.com/Attraction_Review-g196586-d232116-Reviews-La_Grande_Arche_de_La_Defense-Puteaux_La_Defense_Hauts_de_Seine_Ile_de_France.html,128,France,"Ile-de-France, France"
"Grand Palais
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d590230-Reviews-Grand_Palais-Paris_Ile_de_France.html,129,France,"Ile-de-France, France"
"Arc de Triomphe du Carrousel
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d2195794-Reviews-Arc_de_Triomphe_du_Carrousel-Paris_Ile_de_France.html,130,France,"Ile-de-France, France"
Historical & Heritage Tours (71),https://www.tripadvisor.com/Attractions-g187144-Activities-c42-t228-Ile_de_France.html,131,France,"Ile-de-France, France"
"Chateau of Vincennes
(Vincennes)",https://www.tripadvisor.com/Attraction_Review-g790302-d194189-Reviews-Chateau_of_Vincennes-Vincennes_Val_de_Marne_Ile_de_France.html,132,France,"Ile-de-France, France"
"Canal Saint-Martin
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d188461-Reviews-Canal_Saint_Martin-Paris_Ile_de_France.html,133,France,"Ile-de-France, France"
"Paris Metro
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d2323543-Reviews-Paris_Metro-Paris_Ile_de_France.html,134,France,"Ile-de-France, France"
"Palais de Chaillot
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d246663-Reviews-Palais_de_Chaillot-Paris_Ile_de_France.html,135,France,"Ile-de-France, France"
"France Miniature
(Elancourt)",https://www.tripadvisor.com/Attraction_Review-g1940436-d245003-Reviews-France_Miniature-Elancourt_Yvelines_Ile_de_France.html,136,France,"Ile-de-France, France"
Dinner Theaters (20),https://www.tripadvisor.com/Attractions-g187144-Activities-c58-t117-Ile_de_France.html,137,France,"Ile-de-France, France"
"The Water Parterres
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d6579968-Reviews-The_Water_Parterres-Versailles_Yvelines_Ile_de_France.html,138,France,"Ile-de-France, France"
"Eglise du Dome
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189244-Reviews-Eglise_du_Dome-Paris_Ile_de_France.html,139,France,"Ile-de-France, France"
"Montparnasse Cemetery (Cimetiere Montparnasse)
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d194992-Reviews-Montparnasse_Cemetery_Cimetiere_Montparnasse-Paris_Ile_de_France.html,140,France,"Ile-de-France, France"
"Le Mur des Je t'aime
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d2161438-Reviews-Le_Mur_des_Je_t_aime-Paris_Ile_de_France.html,141,France,"Ile-de-France, France"
"Bercy Village
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d285346-Reviews-Bercy_Village-Paris_Ile_de_France.html,142,France,"Ile-de-France, France"
"Obelisk of Luxor
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d268091-Reviews-Obelisk_of_Luxor-Paris_Ile_de_France.html,143,France,"Ile-de-France, France"
"Temple of Love
(Versailles)",https://www.tripadvisor.com/Attraction_Review-g187148-d545953-Reviews-Temple_of_Love-Versailles_Yvelines_Ile_de_France.html,144,France,"Ile-de-France, France"
"Stade Roland Garros
(Paris)",https://www.tripadvisor.com/Attraction_Review-g187147-d189689-Reviews-Stade_Roland_Garros-Paris_Ile_de_France.html,145,France,"Ile-de-France, France"
