location_name,location_url,search_rank,search_term,location_found
Mt Boron,https://www.tripadvisor.com/Attraction_Review-g187234-d1675965-Reviews-Mt_Boron-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,11,"Nice, France","Nice, France"
Marche aux Fleurs Cours Saleya,https://www.tripadvisor.com/Attraction_Review-g187234-d255251-Reviews-Marche_aux_Fleurs_Cours_Saleya-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote.html,12,"Nice, France","Nice, France"
Monastere de Cimiez,https://www.tripadvisor.com/Attraction_Review-g187234-d230672-Reviews-Monastere_de_Cimiez-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,13,"Nice, France","Nice, France"
Place Garibaldi,https://www.tripadvisor.com/Attraction_Review-g187234-d3140786-Reviews-Place_Garibaldi-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,14,"Nice, France","Nice, France"
Phoenix Parc Floral de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d247504-Reviews-Phoenix_Parc_Floral_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_.html,15,"Nice, France","Nice, France"
Place Rossetti,https://www.tripadvisor.com/Attraction_Review-g187234-d1053011-Reviews-Place_Rossetti-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,16,"Nice, France","Nice, France"
Parc forestier du Mont-Boron,https://www.tripadvisor.com/Attraction_Review-g187234-d4104662-Reviews-Parc_forestier_du_Mont_Boron-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html,17,"Nice, France","Nice, France"
Avenue Jean Medecin,https://www.tripadvisor.com/Attraction_Review-g187234-d195660-Reviews-Avenue_Jean_Medecin-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,18,"Nice, France","Nice, France"
Museum of Modern and Contemporary Art,https://www.tripadvisor.com/Attraction_Review-g187234-d191326-Reviews-Museum_of_Modern_and_Contemporary_Art-Nice_French_Riviera_Cote_d_Azur_Provence_Alp.html,19,"Nice, France","Nice, France"
Monument aux Morts,https://www.tripadvisor.com/Attraction_Review-g187234-d4101975-Reviews-Monument_aux_Morts-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,20,"Nice, France","Nice, France"
Basilique Notre-Dame de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d2359234-Reviews-Basilique_Notre_Dame_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html,21,"Nice, France","Nice, France"
Musee d'Art et d'Histoire Palais Massena,https://www.tripadvisor.com/Attraction_Review-g187234-d230675-Reviews-Musee_d_Art_et_d_Histoire_Palais_Massena-Nice_French_Riviera_Cote_d_Azur_Provence_.html,22,"Nice, France","Nice, France"
Sightseeing Tours (29),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t139-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,23,"Nice, France","Nice, France"
Spas (42),https://www.tripadvisor.com/Attractions-g187234-Activities-c40-t127-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,24,"Nice, France","Nice, France"
Room Escape Games (7),https://www.tripadvisor.com/Attractions-g187234-Activities-c56-t208-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,25,"Nice, France","Nice, France"
Castel Plage,https://www.tripadvisor.com/Attraction_Review-g187234-d610635-Reviews-Castel_Plage-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,26,"Nice, France","Nice, France"
Parc des Arenes de Cimiez,https://www.tripadvisor.com/Attraction_Review-g187234-d4191600-Reviews-Parc_des_Arenes_de_Cimiez-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html,27,"Nice, France","Nice, France"
Palais Lascaris,https://www.tripadvisor.com/Attraction_Review-g187234-d230676-Reviews-Palais_Lascaris-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,28,"Nice, France","Nice, France"
Train des Pignes,https://www.tripadvisor.com/Attraction_Review-g187234-d545900-Reviews-Train_des_Pignes-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,29,"Nice, France","Nice, France"
Musee Matisse,https://www.tripadvisor.com/Attraction_Review-g187234-d191328-Reviews-Musee_Matisse-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,30,"Nice, France","Nice, France"
Quai des Etats Unis,https://www.tripadvisor.com/Attraction_Review-g187234-d8870189-Reviews-Quai_des_Etats_Unis-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,31,"Nice, France","Nice, France"
Musee des Arts Asiatiques de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d2519909-Reviews-Musee_des_Arts_Asiatiques_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_.html,32,"Nice, France","Nice, France"
Taxis & Shuttles (33),https://www.tripadvisor.com/Attractions-g187234-Activities-c59-t182-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,33,"Nice, France","Nice, France"
Place Saint-Francois,https://www.tripadvisor.com/Attraction_Review-g187234-d4084072-Reviews-Place_Saint_Francois-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,34,"Nice, France","Nice, France"
Blue Beach,https://www.tripadvisor.com/Attraction_Review-g187234-d2253752-Reviews-Blue_Beach-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,35,"Nice, France","Nice, France"
Cote d'Azur Observatory,https://www.tripadvisor.com/Attraction_Review-g187234-d3240892-Reviews-Cote_d_Azur_Observatory-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,36,"Nice, France","Nice, France"
Opera de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d283313-Reviews-Opera_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,37,"Nice, France","Nice, France"
Musee de la Photographie Charles Negre,https://www.tripadvisor.com/Attraction_Review-g187234-d2698601-Reviews-Musee_de_la_Photographie_Charles_Negre-Nice_French_Riviera_Cote_d_Azur_Provence_A.html,38,"Nice, France","Nice, France"
Segway Tours (4),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t178-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,39,"Nice, France","Nice, France"
Bike Tours (15),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t214-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,40,"Nice, France","Nice, France"
Train des Merveilles,https://www.tripadvisor.com/Attraction_Review-g187234-d1460349-Reviews-Train_des_Merveilles-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,41,"Nice, France","Nice, France"
Place Ile-de-Beaute,https://www.tripadvisor.com/Attraction_Review-g187234-d4167175-Reviews-Place_Ile_de_Beaute-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,42,"Nice, France","Nice, France"
Parc Naturel Departemental d'Estienne d'Orves,https://www.tripadvisor.com/Attraction_Review-g187234-d4104960-Reviews-Parc_Naturel_Departemental_d_Estienne_d_Orves-Nice_French_Riviera_Cote_d_Azur_Pro.html,43,"Nice, France","Nice, France"
Self-Guided Tours & Rentals (3),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t237-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,44,"Nice, France","Nice, France"
Other Outdoor Activities (15),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t263-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,45,"Nice, France","Nice, France"
Fort Mont-Alban,https://www.tripadvisor.com/Attraction_Review-g187234-d4084076-Reviews-Fort_Mont_Alban-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,46,"Nice, France","Nice, France"
Fine Arts Museum (Musee des Beaux-Arts,https://www.tripadvisor.com/Attraction_Review-g187234-d525213-Reviews-Fine_Arts_Museum_Musee_des_Beaux_Arts-Nice_French_Riviera_Cote_d_Azur_Provence_Alp.html,47,"Nice, France","Nice, France"
Parc Naturel Departemental de la Grande Corniche,https://www.tripadvisor.com/Attraction_Review-g187234-d4191602-Reviews-Parc_Naturel_Departemental_de_la_Grande_Corniche-Nice_French_Riviera_Cote_d_Azur_.html,48,"Nice, France","Nice, France"
Cimetiere du Monastere de Cimiez,https://www.tripadvisor.com/Attraction_Review-g187234-d4191598-Reviews-Cimetiere_du_Monastere_de_Cimiez-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html,49,"Nice, France","Nice, France"
Chateau de Bellet,https://www.tripadvisor.com/Attraction_Review-g187234-d1826267-Reviews-Chateau_de_Bellet-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,50,"Nice, France","Nice, France"
Musee Archeologique de Nice-Cimiez,https://www.tripadvisor.com/Attraction_Review-g187234-d2422413-Reviews-Musee_Archeologique_de_Nice_Cimiez-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes.html,51,"Nice, France","Nice, France"
Nice Etoile,https://www.tripadvisor.com/Attraction_Review-g187234-d3387199-Reviews-Nice_Etoile-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,52,"Nice, France","Nice, France"
Wine Tours & Tastings (7),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t205-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,53,"Nice, France","Nice, France"
Palais de Justice,https://www.tripadvisor.com/Attraction_Review-g187234-d4084073-Reviews-Palais_de_Justice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,54,"Nice, France","Nice, France"
Cultural Tours (16),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t225-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,55,"Nice, France","Nice, France"
Nice Carnival,https://www.tripadvisor.com/Attraction_Review-g187234-d8820312-Reviews-Nice_Carnival-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,56,"Nice, France","Nice, France"
Galeries Lafayette,https://www.tripadvisor.com/Attraction_Review-g187234-d195661-Reviews-Galeries_Lafayette-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,57,"Nice, France","Nice, France"
Crypte Archeologique,https://www.tripadvisor.com/Attraction_Review-g187234-d4104652-Reviews-Crypte_Archeologique-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,58,"Nice, France","Nice, France"
Palais de la Prefecture,https://www.tripadvisor.com/Attraction_Review-g187234-d4084051-Reviews-Palais_de_la_Prefecture-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,59,"Nice, France","Nice, France"
Scuba & Snorkeling (4),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t194-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,60,"Nice, France","Nice, France"
Eglise De Sainte Jeanne D'arc,https://www.tripadvisor.com/Attraction_Review-g187234-d2655757-Reviews-Eglise_De_Sainte_Jeanne_D_arc-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote.html,61,"Nice, France","Nice, France"
Chapelle de la Misericorde,https://www.tripadvisor.com/Attraction_Review-g187234-d525878-Reviews-Chapelle_de_la_Misericorde-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html,62,"Nice, France","Nice, France"
Bars & Clubs (29),https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t99-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,63,"Nice, France","Nice, France"
Food Tours (7),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t204-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,64,"Nice, France","Nice, France"
Historical & Heritage Tours (13),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t228-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,65,"Nice, France","Nice, France"
Parc Castel-des-deux-Rois,https://www.tripadvisor.com/Attraction_Review-g187234-d4104659-Reviews-Parc_Castel_des_deux_Rois-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html,66,"Nice, France","Nice, France"
Musee National du Sport,https://www.tripadvisor.com/Attraction_Review-g187234-d3356632-Reviews-Musee_National_du_Sport-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,67,"Nice, France","Nice, France"
La Tete Carree,https://www.tripadvisor.com/Attraction_Review-g187234-d3458290-Reviews-La_Tete_Carree-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,68,"Nice, France","Nice, France"
Casino Barriere Le Ruhl,https://www.tripadvisor.com/Attraction_Review-g187234-d1795621-Reviews-Casino_Barriere_Le_Ruhl-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,69,"Nice, France","Nice, France"
Gear Rentals (15),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t186-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,70,"Nice, France","Nice, France"
Musee International d'Art Naif Anatole-Jakovsky (Museum of Naive Art),https://www.tripadvisor.com/Attraction_Review-g187234-d230673-Reviews-Musee_International_d_Art_Naif_Anatole_Jakovsky_Museum_of_Naive_Art-Nice_French_Ri.html,71,"Nice, France","Nice, France"
Eglise de l'Annonciation dite de Sainte-Rita,https://www.tripadvisor.com/Attraction_Review-g187234-d4084071-Reviews-Eglise_de_l_Annonciation_dite_de_Sainte_Rita-Nice_French_Riviera_Cote_d_Azur_Prov.html,72,"Nice, France","Nice, France"
Gift & Specialty Shops (35),https://www.tripadvisor.com/Attractions-g187234-Activities-c26-t144-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,73,"Nice, France","Nice, France"
Chateau de Cremat,https://www.tripadvisor.com/Attraction_Review-g187234-d1905718-Reviews-Chateau_de_Cremat-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,74,"Nice, France","Nice, France"
Night Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t233-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,75,"Nice, France","Nice, France"
Nice Acropolis Convention Center,https://www.tripadvisor.com/Attraction_Review-g187234-d1419815-Reviews-Nice_Acropolis_Convention_Center-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html,76,"Nice, France","Nice, France"
Marche de la Liberation,https://www.tripadvisor.com/Attraction_Review-g187234-d8468052-Reviews-Marche_de_la_Liberation-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,77,"Nice, France","Nice, France"
Cimetiere du Chateau,https://www.tripadvisor.com/Attraction_Review-g187234-d9987941-Reviews-Cimetiere_du_Chateau-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,78,"Nice, France","Nice, France"
Eglise Notre-Dame du Port,https://www.tripadvisor.com/Attraction_Review-g187234-d4167171-Reviews-Eglise_Notre_Dame_du_Port-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_A.html,79,"Nice, France","Nice, France"
Comedie de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d8693816-Reviews-Comedie_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,80,"Nice, France","Nice, France"
Musee Franciscain,https://www.tripadvisor.com/Attraction_Review-g187234-d4104654-Reviews-Musee_Franciscain-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,81,"Nice, France","Nice, France"
Ancien Hotel Regina,https://www.tripadvisor.com/Attraction_Review-g187234-d4104647-Reviews-Ancien_Hotel_Regina-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,82,"Nice, France","Nice, France"
Jardin Botanique,https://www.tripadvisor.com/Attraction_Review-g187234-d3922573-Reviews-Jardin_Botanique-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,83,"Nice, France","Nice, France"
Sightseeing Tour - Azur Consulting Office - Day Tours,https://www.tripadvisor.com/Attraction_Review-g187234-d1648866-Reviews-Sightseeing_Tour_Azur_Consulting_Office_Day_Tours-Nice_French_Riviera_Cote_d_Azur.html,84,"Nice, France","Nice, France"
Boat Tours (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t167-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,85,"Nice, France","Nice, France"
Cave Bianchi 1860,https://www.tripadvisor.com/Attraction_Review-g187234-d6702974-Reviews-Cave_Bianchi_1860-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,86,"Nice, France","Nice, France"
Coco Beach,https://www.tripadvisor.com/Attraction_Review-g187234-d8599656-Reviews-Coco_Beach-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,87,"Nice, France","Nice, France"
Eglise Saint-Jacques-le-Majeur,https://www.tripadvisor.com/Attraction_Review-g187234-d4084068-Reviews-Eglise_Saint_Jacques_le_Majeur-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cot.html,88,"Nice, France","Nice, France"
Parc Vigier,https://www.tripadvisor.com/Attraction_Review-g187234-d4104661-Reviews-Parc_Vigier-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,89,"Nice, France","Nice, France"
Cooking Classes (3),https://www.tripadvisor.com/Attractions-g187234-Activities-c36-t203-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,90,"Nice, France","Nice, France"
Game & Entertainment Centers (5),https://www.tripadvisor.com/Attractions-g187234-Activities-c56-t110-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,91,"Nice, France","Nice, France"
Opera Plage,https://www.tripadvisor.com/Attraction_Review-g187234-d7724916-Reviews-Opera_Plage-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,92,"Nice, France","Nice, France"
Le Cadran Solaire,https://www.tripadvisor.com/Attraction_Review-g187234-d4104645-Reviews-Le_Cadran_Solaire-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,93,"Nice, France","Nice, France"
Chapelle Saint-Sepulcre,https://www.tripadvisor.com/Attraction_Review-g187234-d4191597-Reviews-Chapelle_Saint_Sepulcre-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,94,"Nice, France","Nice, France"
Parc Carol de Roumanie,https://www.tripadvisor.com/Attraction_Review-g187234-d4104660-Reviews-Parc_Carol_de_Roumanie-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,95,"Nice, France","Nice, France"
Les Ponchettes,https://www.tripadvisor.com/Attraction_Review-g187234-d3458276-Reviews-Les_Ponchettes-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,96,"Nice, France","Nice, France"
"Theatre des Oiseaux, Nice",https://www.tripadvisor.com/Attraction_Review-g187234-d4866896-Reviews-Theatre_des_Oiseaux_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Az.html,97,"Nice, France","Nice, France"
Monument du Centenaire,https://www.tripadvisor.com/Attraction_Review-g187234-d4084075-Reviews-Monument_du_Centenaire-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,98,"Nice, France","Nice, France"
Eglise Saint Jean-Baptiste - Le Voeu,https://www.tripadvisor.com/Attraction_Review-g187234-d9870253-Reviews-Eglise_Saint_Jean_Baptiste_Le_Voeu-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes.html,99,"Nice, France","Nice, France"
Terra Amata Museum,https://www.tripadvisor.com/Attraction_Review-g187234-d283314-Reviews-Terra_Amata_Museum-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,100,"Nice, France","Nice, France"
Parc de Valrose,https://www.tripadvisor.com/Attraction_Review-g187234-d4104658-Reviews-Parc_de_Valrose-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,101,"Nice, France","Nice, France"
Office du Tourisme et des Congres de Nice,https://www.tripadvisor.com/Attraction_Review-g187234-d3454265-Reviews-Office_du_Tourisme_et_des_Congres_de_Nice-Nice_French_Riviera_Cote_d_Azur_Provenc.html,102,"Nice, France","Nice, France"
Lycee Massena,https://www.tripadvisor.com/Attraction_Review-g187234-d9810268-Reviews-Lycee_Massena-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,103,"Nice, France","Nice, France"
"Bar, Club & Pub Tours (2)",https://www.tripadvisor.com/Attractions-g187234-Activities-c20-t240-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,104,"Nice, France","Nice, France"
Le Circuit de L'Authion,https://www.tripadvisor.com/Attraction_Review-g187234-d3501135-Reviews-Le_Circuit_de_L_Authion-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azu.html,105,"Nice, France","Nice, France"
Eglise Saint-Martin dite Saint-Augustin,https://www.tripadvisor.com/Attraction_Review-g187234-d4084069-Reviews-Eglise_Saint_Martin_dite_Saint_Augustin-Nice_French_Riviera_Cote_d_Azur_Provence_.html,106,"Nice, France","Nice, France"
Speed Boats Tours (1),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t190-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,107,"Nice, France","Nice, France"
La Plage de Coco,https://www.tripadvisor.com/Attraction_Review-g187234-d6653285-Reviews-La_Plage_de_Coco-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,108,"Nice, France","Nice, France"
Domaine de Toasc,https://www.tripadvisor.com/Attraction_Review-g187234-d8281730-Reviews-Domaine_de_Toasc-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,109,"Nice, France","Nice, France"
Waterskiing & Jetskiing (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t199-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,110,"Nice, France","Nice, France"
Statue of Liberty,https://www.tripadvisor.com/Attraction_Review-g187234-d8870446-Reviews-Statue_of_Liberty-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,111,"Nice, France","Nice, France"
Batterie du Mont Boron,https://www.tripadvisor.com/Attraction_Review-g187234-d4104646-Reviews-Batterie_du_Mont_Boron-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,112,"Nice, France","Nice, France"
Chapelle Saint-Francois de Paule,https://www.tripadvisor.com/Attraction_Review-g187234-d4167186-Reviews-Chapelle_Saint_Francois_de_Paule-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html,113,"Nice, France","Nice, France"
Hotel de Ville,https://www.tripadvisor.com/Attraction_Review-g187234-d4084074-Reviews-Hotel_de_Ville-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,114,"Nice, France","Nice, France"
Sentier du Vinaigrier,https://www.tripadvisor.com/Attraction_Review-g187234-d4104665-Reviews-Sentier_du_Vinaigrier-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,115,"Nice, France","Nice, France"
Villa Nellcote,https://www.tripadvisor.com/Attraction_Review-g187234-d3515747-Reviews-Villa_Nellcote-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,116,"Nice, France","Nice, France"
Lessons & Workshops (8),https://www.tripadvisor.com/Attractions-g187234-Activities-c41-t185-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,117,"Nice, France","Nice, France"
L'Art en Mouvement,https://www.tripadvisor.com/Attraction_Review-g187234-d9756894-Reviews-L_Art_en_Mouvement-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,118,"Nice, France","Nice, France"
"4WD, ATV & Off-Road Tours (2)",https://www.tripadvisor.com/Attractions-g187234-Activities-c61-t211-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,119,"Nice, France","Nice, France"
Villa Arson Centre d'Art Contemporain,https://www.tripadvisor.com/Attraction_Review-g187234-d3950207-Reviews-Villa_Arson_Centre_d_Art_Contemporain-Nice_French_Riviera_Cote_d_Azur_Provence_Al.html,120,"Nice, France","Nice, France"
Tour de l'Horloge.,https://www.tripadvisor.com/Attraction_Review-g187234-d10374499-Reviews-Tour_de_l_Horloge-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,121,"Nice, France","Nice, France"
Bus Tours (2),https://www.tripadvisor.com/Attractions-g187234-Activities-c42-t174-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,122,"Nice, France","Nice, France"
