addon_name,addon_url,search_rank,active_user,size,version,release_date,number_review,rating,author_name,author_homepage,is_error,platform,search_term
Logical Games,https://addons.mozilla.org/en-US/firefox/addon/logical-games/?src=search,15,216,166.6 KiB,2.5.1-signed.1-signed,2014-08-06T04:10:58Z,1,1.0,Rajesh Kumar,http://www.funwithpuzzles.com/,False,Firefox,slide
LibreOffice Editor,https://addons.mozilla.org/en-US/firefox/addon/libreoffice-editor-xls-doc-ppt/?src=search,16,535,200.2 KiB,1.8.4,2016-12-24T19:50:38Z,3,4.0,officeonlinesystems,http://www.offidocs.com,False,Firefox,slide
Tumblr Audio/Video player volume slider,https://addons.mozilla.org/en-US/firefox/addon/tumblr-audiovideo-player-vo/?src=search,17,117,14.7 KiB,2.4.1-signed.1-signed,2014-01-20T16:33:51Z,1,1.0,thristhart,,False,Firefox,slide
SlyZoom,https://addons.mozilla.org/en-US/firefox/addon/slyzoom/?src=search,18,301,92.7 KiB,0.3.5,2016-01-28T06:35:54Z,11,4.8182,Codifier,http://codifier.nl/,False,Firefox,slide
FullerScreen,https://addons.mozilla.org/en-US/firefox/addon/fullerscreen/?src=search,19,246,54.0 KiB,2.4,2008-08-12T12:47:42Z,83,3.8193,glazou,http://www.disruptive-innovations.com,False,Firefox,slide
Tab Slideshow,https://addons.mozilla.org/en-US/firefox/addon/tab-slideshow/?src=search,20,8385,17.3 KiB,5.0.1-signed.1-signed,2012-04-21T00:06:06Z,23,3.8696,emsearcy,http://www.linkedin.com/in/emsearcy,False,Firefox,slide
Groundspeed,https://addons.mozilla.org/en-US/firefox/addon/groundspeed/?src=search,21,1375,38.5 KiB,1.2.1-signed.1-signed,2011-01-22T15:52:23Z,7,4.5714,fmsnewyork,http://twitter.com/fmsnewyork,False,Firefox,slide
Verbling Screensharing,https://addons.mozilla.org/en-US/firefox/addon/verbling-screenshare-addon/?src=search,22,86,11.0 KiB,1.5,2016-07-26T23:16:48Z,1,1.0,Verbling,,False,Firefox,slide
PplUMayShit: Irritating FB People U May Know Hider,https://addons.mozilla.org/en-US/firefox/addon/sadaf2605/?src=search,23,8,145.3 KiB,initial.rev46.1-signed.1-signed,2012-12-30T07:51:19Z,1,5.0,Sadaf Noor,,False,Firefox,slide
Picture Browser,https://addons.mozilla.org/en-US/firefox/addon/picture-browser/?src=search,24,701,609.4 KiB,0.5.1-signed.1-signed,2011-01-14T06:36:20Z,15,3.8,iodragon,,False,Firefox,slide
Liquid Tabs,https://addons.mozilla.org/en-US/firefox/addon/liquid-tabs/?src=search,25,14,20.0 KiB,1.3.2,2010-07-02T02:29:30Z,41,4.2927,Gary Calpo,http://garycalpo.wordpress.com,False,Firefox,slide
Facebook Page Revealer (Uncover),https://addons.mozilla.org/en-US/firefox/addon/facebook-page-revealer-uncover/?src=search,26,538,11.3 KiB,1.0.0,2016-08-01T00:35:22Z,2,5.0,China-Cheats,http://china-cheats.com/,False,Firefox,slide
YMail Notifier,https://addons.mozilla.org/en-US/firefox/addon/ymail-notifier/?src=search,27,22,35.0 KiB,0.1.6.1-let-fixed,2006-10-28T04:26:15Z,17,4.3529,Terry Yuen,http://hashcolouredtabs.mozdev.org/,False,Firefox,slide
BlogRovR,https://addons.mozilla.org/en-US/firefox/addon/blogrovr/?src=search,28,95,305.0 KiB,1.1.804,2009-03-12T17:50:12Z,24,3.3333,Jean Sini,http://www.sini.net,False,Firefox,slide
Selected text reader,https://addons.mozilla.org/en-US/firefox/addon/selected-text-reader/?src=search,29,252,18.4 KiB,0.1.1.1-signed.1-signed,2013-02-18T14:18:37Z,3,4.6667,Internauta1024A,http://canvas.freehost.pl/,False,Firefox,slide
tumblr Downloader Professional,https://addons.mozilla.org/en-US/firefox/addon/tumblr-image-search/?src=search,30,3098,34.0 KiB,1.00.13.1-signed.1-signed,2014-02-20T02:19:23Z,16,2.4375,startpage24,http://www.startpage24.com/,False,Firefox,slide
Friendbar - The Twitter and Facebook Toolbar,https://addons.mozilla.org/en-US/firefox/addon/friendbar-the-twitter-and-face/?src=search,31,46,1.7 MiB,5.0.4,2010-11-08T07:05:38Z,63,3.6032,friendbar admin,http://www.friendbar.com,False,Firefox,slide
Scrolling Gestures,https://addons.mozilla.org/en-US/firefox/addon/scrolling-gestures/?src=search,32,578,17.9 KiB,1.1.0223,2015-10-25T07:24:13Z,12,4.1667,nandhp,,False,Firefox,slide
Xyberhome,https://addons.mozilla.org/en-US/firefox/addon/xyberhome/?src=search,33,2,304.0 KiB,1.0,2009-03-26T08:45:41Z,12,4.6667,XyberHome,https://www.xyberhome.com,False,Firefox,slide
Globality Screen Sharing Extension,https://addons.mozilla.org/en-US/firefox/addon/globality-screen-sharing-ext/?src=search,34,5,7.0 KiB,6.1.5,2016-10-10T21:06:02Z,0,0.0,"Globality, Inc",http://www.globality.com/,False,Firefox,slide
Fun Games,https://addons.mozilla.org/en-US/firefox/addon/gpsc/?src=search,35,5388,95.3 KiB,2.8.1-signed.1-signed,2014-09-18T06:38:39Z,5,1.8,Rajesh Kumar,http://www.funwithpuzzles.com/,False,Firefox,slide
slingalink,https://addons.mozilla.org/en-US/firefox/addon/slingalink-8504/?src=search,36,1,97.0 KiB,0.3.10,2009-09-20T19:45:41Z,13,4.4615,slingalink,http://slingalink.com,False,Firefox,slide
Line,https://addons.mozilla.org/en-US/firefox/addon/line-1/?src=search,37,139,29.8 KiB,2.0.1,2015-12-21T21:53:55Z,4,4.5,Centril,,False,Firefox,slide
AdBusters - AdBlocker + Ad-O-Meter,https://addons.mozilla.org/en-US/firefox/addon/ad-busters/?src=search,38,1264,2.6 MiB,1.0.4,2016-12-15T13:08:04Z,3,3.6667,Ad-Busters,,False,Firefox,slide
Corriere della Sera reload blocker,https://addons.mozilla.org/en-US/firefox/addon/corriere-reload-blocker/?src=search,39,22,7.9 KiB,0.2,2015-10-10T17:05:22Z,1,5.0,richmoz,,False,Firefox,slide
FabricPit,https://addons.mozilla.org/en-US/firefox/addon/fabricpit/?src=search,40,1,36.3 KiB,1.0.3,2016-02-20T16:03:46Z,2,3.0,FabricPit,http://www.fabricpit.com/,False,Firefox,slide
SlideshowPlayer,https://addons.mozilla.org/en-US/firefox/addon/slideshowplayer/?src=search,41,64,261.8 KiB,2.6.1.1-signed,2015-04-05T18:01:49Z,1,3.0,ふ～ちゃん,http://www.whochan.com/,False,Firefox,slide
AutoSlideshow,https://addons.mozilla.org/en-US/firefox/addon/autoslideshow/?src=search,42,54,86.0 KiB,0.3.4,2008-07-17T09:20:21Z,36,3.5833,Georg Zimmermann,http://autoslideshow.gmxhome.de,False,Firefox,slide
RUAnnoyed,https://addons.mozilla.org/en-US/firefox/addon/ruannoyed/?src=search,43,1,10.8 KiB,1.0.1-signed.1-signed,2013-06-17T05:37:48Z,0,0.0,David Yates,,False,Firefox,slide
No Slideshows!,https://addons.mozilla.org/en-US/firefox/addon/no-slideshows/?src=search,44,40,5.1 KiB,0.1.1-signed.1-signed,2014-08-06T09:45:58Z,0,0.0,Mike Kaply,http://mike.kaply.com/,False,Firefox,slide
ContentBlockHelper,https://addons.mozilla.org/en-US/firefox/addon/contentblockhelper10/?src=search,45,169,338.8 KiB,10.2.0,2016-05-06T01:47:20Z,3,3.3333,ふ～ちゃん,http://www.whochan.com/,False,Firefox,slide
TEST4U Online,https://addons.mozilla.org/en-US/firefox/addon/test4u-online/?src=search,46,2,8.4 KiB,1.2,2015-07-31T01:49:57Z,0,0.0,TEST4U,https://www.test4u.eu/,False,Firefox,slide
SlideShare,https://addons.mozilla.org/en-US/firefox/addon/slideshare/?src=search,47,,2.4 KiB,20130116,2013-01-16T22:24:45Z,0,0.0,Atul,,False,Firefox,slide
Find it on Fotolia!,https://addons.mozilla.org/en-US/firefox/addon/find-it-on-fotolia/?src=search,48,,1.0 KiB,20110215,2011-02-15T06:20:56Z,0,0.0,Fotolia Italia,http://www.fotolia.it,False,Firefox,slide
