addon_name,addon_url,search_rank,active_user,size,version,release_date,number_review,rating,author_name,author_homepage,is_error,platform,search_term
words.,https://chrome.google.com/webstore/detail/words/eaabheapbodnjapjjhmgdkkgppadjgnf,28,656,73.37KiB,0.33,"March 18, 2015",33,4.93939393939,B Jones,,False,Chrome,word
Word Domination,https://chrome.google.com/webstore/detail/word-domination/cjkaigdoiecbhjfmnnmfigaocoigcpnh,29,362,44.2KiB,1.4,"March 29, 2015",10,3.8,www.nookwit.com,http://www.nookwit.com,False,Chrome,word
Word to PDF Converter,https://chrome.google.com/webstore/detail/word-to-pdf-converter/ngcdedagijmjiaoihedckijmghblhgal,30,4519,7.22KiB,0.0.0.3,"March 7, 2017",14,3.71428571429,search.rspark.com,http://search.rspark.com,False,Chrome,word
SignNow - Sign and Fill PDF & Word Documents,https://chrome.google.com/webstore/detail/signnow-sign-and-fill-pdf/nlaealbpbmpioeidemdfedkfmglobidl,31,10789,63.56KiB,3.0,"November 30, 2012",67,3.73134328358,SignNow,https://signnow.com,False,Chrome,word
Read,https://chrome.google.com/webstore/detail/read/aiijjeoekhpdpfcnejiganpaaacdodko,32,1637,163KiB,2.0.6,"March 5, 2017",29,4.48275862069,jamestomasino.com,http://jamestomasino.com,False,Chrome,word
Google Dictionary (by Google),https://chrome.google.com/webstore/detail/google-dictionary-by-goog/mgijmajocgfcbeboacabfgobmjgjcoja,33,3909105,40.85KiB,4.0.5,"April 19, 2016",12027,4.42396275048,Google,,False,Chrome,word
WebCensor - Profanity Filter,https://chrome.google.com/webstore/detail/webcensor-profanity-filte/ecpmlmghgijjnigjidogbabcahlobodo,34,1863,33.84KiB,3.2,"August 2, 2016",42,2.80952380952,Dr.SeoWay,http://webcensorapp.com/,False,Chrome,word
Read&Write for Google Chrome™,https://chrome.google.com/webstore/detail/readwrite-for-google-chro/inoeonmfapjbbkmdafoankkfajkcphgd,35,6987914,1.02MiB,1.8.0.31,"April 27, 2017",1258,3.27027027027,texthelp.com,http://texthelp.com,False,Chrome,word
LKTips,https://chrome.google.com/webstore/detail/lktips/ipfnfcbfkddglfeiplmmfkcidaeaenjk,36,13644,1.1MiB,3.2,"March 9, 2015",373,4.71045576408,lionlk.com,http://lionlk.com,False,Chrome,word
Word Booster,https://chrome.google.com/webstore/detail/word-booster/bcabaeegaoafjdpmbkhgdpgofjlaaegh,37,210,226KiB,0.0.27,"November 25, 2016",5,5.0,word-booster.com,http://word-booster.com,False,Chrome,word
"ImTranslator: Translator, Dictionary, TTS",https://chrome.google.com/webstore/detail/imtranslator-translator-d/noaijdpnepcgjemiklgfkcfbkokogabh,38,394745,1.55MiB,10.53,"March 22, 2017",2289,4.37789427698,about.imtranslator.net,http://about.imtranslator.net,False,Chrome,word
Word Bank Universal,https://chrome.google.com/webstore/detail/word-bank-universal/cbcfbhjolgdaepkoaoepejclfggmdand,39,183,2.34MiB,1.0.1.2,"April 28, 2017",2,5.0,wordbank.io,http://wordbank.io,False,Chrome,word
Word of the Day,https://chrome.google.com/webstore/detail/word-of-the-day/ndeogcjhgbofmlafeicbliejgcgcjckp,40,2453,787KiB,1.0.1,"August 2, 2016",5,3.2,wotd.rocks,http://wotd.rocks,False,Chrome,word
Imagict Popup English/Japanese Dictionary,https://chrome.google.com/webstore/detail/imagict%E3%83%9D%E3%83%83%E3%83%97%E3%82%A2%E3%83%83%E3%83%97%E8%BE%9E%E6%9B%B8-%E8%8B%B1%E5%92%8C%E8%8B%B1%E8%8B%B1%E8%BE%9E%E5%85%B8/lcmpkmijgpngjcaceeoijfhdofngghoe,41,1758,4.69MiB,0.1.2,"March 11, 2015",8,3.75,imagict.com,http://imagict.com,False,Chrome,word
PIE (English Learner's Edition),https://chrome.google.com/webstore/detail/pie-english-learners-edit/jafbohhbdpejlcfpkbbpkegglokegjid,42,1145,4.37MiB,8.3.79,"July 18, 2015",19,4.15789473684,The PIE Project,https://sites.google.com/site/phoneticallyintuitiveenglish/,False,Chrome,word
Characters and words counter,https://chrome.google.com/webstore/detail/characters-and-words-coun/bgjfpeppgblmlccjkfkiblpklbnchaji,43,2096,22.68KiB,1.0.9,"December 8, 2014",23,3.08695652174,alechko,,False,Chrome,word
Premier Chrome Toolbar,https://chrome.google.com/webstore/detail/premier-chrome-toolbar/aplnccdcmphhefocfbanabnifgcifpdd,44,2433,286KiB,3.0,"March 20, 2017",3,3.66666666667,www.readingmadeez.com,http://www.readingmadeez.com,False,Chrome,word
Awesome Dictionary Widget [ANTP],https://chrome.google.com/webstore/detail/awesome-dictionary-widget/kdigjjbkpjljoknifbgaijaemafihhga,45,12944,976KiB,4.2,"October 6, 2013",14,3.14285714286,Beaver,,False,Chrome,word
Word Count,https://chrome.google.com/webstore/detail/word-count/iemgpaejfjknfhcahkeijkmickjhnhik,46,449,373KiB,1.3.0,"April 27, 2017",3,3.66666666667,Jeremy Brudvik,https://github.com/jbrudvik/word-count,False,Chrome,word
Graduateshotline: Word of the day.,https://chrome.google.com/webstore/detail/graduateshotline-word-of/mmjpijnpgcndeohiimbhglnkomhabfao,47,557,61.47KiB,1.0,"June 6, 2013",9,4.0,graduateshotline.com,http://graduateshotline.com,False,Chrome,word
Simple Word Count,https://chrome.google.com/webstore/detail/simple-word-count/lkabgnnfbbkphagmbjpbenlfglahnlmh,48,985,36.23KiB,1.0,"July 10, 2014",11,3.81818181818,sanjaypoyzer,,False,Chrome,word
English Dictionary Lookup,https://chrome.google.com/webstore/detail/english-dictionary-lookup/efgghckmhneihejmgdnogpgcggpagjem,49,359,13.74MiB,1.1.2.0,"September 14, 2016",1,5.0,Cole Anderson,,False,Chrome,word
Word Unscrambler,https://chrome.google.com/webstore/detail/word-unscrambler/kjcmmocjeljcmnljjadlfeokheflnndc,50,729,6.02KiB,1.0.0,"October 14, 2014",1,1.0,wordunscrambler.me,http://wordunscrambler.me,False,Chrome,word
OpenOffice Writer online for Word documents,https://chrome.google.com/webstore/detail/openoffice-writer-online/flfhkellafphdlcigippmenebkodkina,51,3648,130KiB,1.0.5,"January 21, 2017",29,2.86206896552,www.offidocs.com,http://www.offidocs.com,False,Chrome,word
Quora Word Cloud Generator,https://chrome.google.com/webstore/detail/quora-word-cloud-generato/inbblllcfdigcncbfnjobjphgappjlig,52,1084,308KiB,1.1,"April 15, 2015",8,3.5,TheOtherBanana,,False,Chrome,word
Readline,https://chrome.google.com/webstore/detail/readline/hjbkmfadmomgaokjodomncmbgmmodona,53,20593,179KiB,4.2,"May 7, 2014",289,4.48096885813,zoneigh,,False,Chrome,word
Word Swap!,https://chrome.google.com/webstore/detail/word-swap/nanlalaelehhbhiemijidhcjdapfbmdn,54,178,47.2KiB,1.0,"October 11, 2014",9,3.77777777778,Devan H.,,False,Chrome,word
Word Welter,https://chrome.google.com/webstore/detail/word-welter/ahmpgoebcklpogmobamdjliigbncofep,55,129,155KiB,1.1.3,"June 25, 2014",1,5.0,Ben Smith,https://github.com/FreshHub/WordWelter,False,Chrome,word
LinguaLeo English Translator,https://chrome.google.com/webstore/detail/lingualeo-english-transla/nglbhlefjhcjockellmeclkcijildjhi,56,283656,744KiB,2.0.3.3,"December 21, 2015",1607,4.10640945862,lingualeo.com,http://lingualeo.com,False,Chrome,word
DictionaryBoss,https://chrome.google.com/webstore/detail/dictionaryboss/epljggmdileomnkecfgpmcjodnikpdmm,57,234448,717KiB,12.600.11.14220,"April 4, 2017",35,3.25714285714,dictionaryboss.com,http://dictionaryboss.com,False,Chrome,word
OWLS Word Games Enhancer,https://chrome.google.com/webstore/detail/owls-word-games-enhancer/pdpejcfahhppmalemodibekpbiopmogo,58,1434,387KiB,3.1.4.1,"August 31, 2016",34,4.47058823529,dajengroup.com,http://dajengroup.com,False,Chrome,word
English to Urdu Meaning,https://chrome.google.com/webstore/detail/english-to-urdu-meaning/jdhmbjlclffckkngbnnlfmcleijoiana,59,3893,82.26KiB,2.0,"December 6, 2016",49,4.10204081633,www.urdu2eng.com,http://www.urdu2eng.com,False,Chrome,word
SweDic (Swedish - English Dictionary),https://chrome.google.com/webstore/detail/swedic-swedish-english-di/incfcomifnogniajmiejpobcpeillilo,60,1076,44.42KiB,1.2,"July 17, 2013",23,4.21739130435,Surasin Tancharoen,,False,Chrome,word
AlloWord,https://chrome.google.com/webstore/detail/alloword/iacihbfldheeoemkfgjblkggbefffieo,61,299,658KiB,2.2.5.5,"April 2, 2016",7,4.28571428571,alloword.com,http://alloword.com,False,Chrome,word
Dynamic Language Tools,https://chrome.google.com/webstore/detail/dynamic-language-tools/jbnobcphncooboncogejlkafgdfllcnb,62,2010,214KiB,0.7.5.2,"August 30, 2012",46,3.80434782609,www.syedgakbar.com,http://www.syedgakbar.com,False,Chrome,word
word-o-save,https://chrome.google.com/webstore/detail/word-o-save/amjldpjobjpiflbdejcidlkmhllhnnnm,63,74,102KiB,1.4,"October 21, 2016",15,4.66666666667,Rajan Verma,,False,Chrome,word
Convert PDF to Fillable - PDFfiller,https://chrome.google.com/webstore/detail/convert-pdf-to-fillable-p/bjfjkiealedmbiiiolnlbjifaehpgecd,64,3646,65.89KiB,0.2.7,"February 28, 2017",20,3.3,https://convert-pdf-to-fillable-form.pdffiller.com,https://convert-pdf-to-fillable-form.pdffiller.com,False,Chrome,word
Sinhala Meaning,https://chrome.google.com/webstore/detail/sinhala-meaning/hmplmhgmkhfmeklphcoolkigpedemhdh,65,20961,1.07MiB,1,"June 7, 2015",454,4.75110132159,buddhika.me,http://buddhika.me,False,Chrome,word
Characterizer,https://chrome.google.com/webstore/detail/characterizer/ogidmabmpgbedcakjoiojmjbnnbkioig,66,1456,227KiB,1.0.0,"February 9, 2013",16,4.4375,www.fixoodle.com,http://www.fixoodle.com,False,Chrome,word
Urban Dictionary for ANTP,https://chrome.google.com/webstore/detail/urban-dictionary-for-antp/haahcflmeelmleokcicdnolbghemfhia,67,1370,261KiB,0.0.1.4,"May 14, 2015",11,3.09090909091,Andrei-Felix,,False,Chrome,word
LinDuo - Learn English for FREE,https://chrome.google.com/webstore/detail/linduo-%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8-%D0%B1%D0%B5%D1%81%D0%BF%D0%BB%D0%B0%D1%82%D0%BD/gpcgiglobfejclglnojamoopffmcejcm,68,367,20.07MiB,2.2.0,"April 20, 2017",133,4.99248120301,lin-duo.com,http://lin-duo.com,False,Chrome,word
Language Word Tracker,https://chrome.google.com/webstore/detail/language-word-tracker/ldakcenpljbepmohgjfpfbmfjjgbilnk,69,52,126KiB,1.0.1.3,"September 13, 2014",9,4.44444444444,info.android.dev.team,,False,Chrome,word
Drumpfinator Extreme Edition,https://chrome.google.com/webstore/detail/drumpfinator-extreme-edit/lflgmfabobackfhljjhcjlcchbdpjeij,70,1674,1.67MiB,2.1,"January 13, 2017",21,4.80952380952,www.oinkandstuff.com,http://www.oinkandstuff.com,False,Chrome,word
Tran,https://chrome.google.com/webstore/detail/tran/lhjldahfbiadelganmhjiolblffjjgok,71,1864,149KiB,1.291,"May 20, 2016",59,4.66101694915,Johnner,https://github.com/johnner/tran,False,Chrome,word
word highlight,https://chrome.google.com/webstore/detail/word-highlight/ooabkmkhabkahcjbgpiajffckeibpdoa,72,25629,30.56KiB,1.3.2,"June 30, 2012",198,3.60606060606,ss-o.net,http://ss-o.net,False,Chrome,word
Multi-highlight,https://chrome.google.com/webstore/detail/multi-highlight/pfgfgjlejbbpfmcfjhdmikihihddeeji,73,59841,58.08KiB,1.11,"March 6, 2015",312,4.01282051282,Alexius Lee,,False,Chrome,word
TheFreeDictionary.com Extension,https://chrome.google.com/webstore/detail/thefreedictionarycom-exte/afgabimphpgkjochcoogplolgpcagmap,74,19553,72.15KiB,1.2,"October 17, 2012",132,4.53787878788,Farlex,http://thefreedictionary.com,False,Chrome,word
Wordgram - vocabulary manager,https://chrome.google.com/webstore/detail/wordgram-vocabulary-manag/madlkmaikbkjlmahcdcdjmccdlimnkkk,75,219,2.77MiB,1.0.5,"March 7, 2015",1,1.0,www.wordgram.co,http://www.wordgram.co,False,Chrome,word
Define,https://chrome.google.com/webstore/detail/define/dkfohljnogkakijpbgoebdcbgllabgbm,76,1382,247KiB,2.0.1,"December 28, 2013",20,3.6,lerxst,,False,Chrome,word
English Vietnamese Dictionary,https://chrome.google.com/webstore/detail/english-vietnamese-dictio/dbimklemgbbnecnfhddifhlcbjeniogk,77,590,164KiB,1.2.2,"March 4, 2016",7,3.85714285714,daominhgiang,http://xuanphuoc.vn/,False,Chrome,word
Leengoo.com,https://chrome.google.com/webstore/detail/leengoocom/kimilgndkmalfmenhllmdploenkgfhdn,78,478,136KiB,1.4,"November 18, 2014",8,4.125,leengoo.com,http://leengoo.com,False,Chrome,word
Popup Translate,https://chrome.google.com/webstore/detail/popup-translate/miibkmnanphndeoeccnablljidopiggj,79,707,113KiB,0.0.8,"May 6, 2015",12,3.5,youngbullindustries.com,http://youngbullindustries.com,False,Chrome,word
AllInOneDocs,https://chrome.google.com/webstore/detail/allinonedocs/jjnjenbcnpikfepkijmdhimfceiogkgm,80,19658,703KiB,12.202.10.29174,"February 24, 2017",2,3.0,allinonedocs.com,http://allinonedocs.com,False,Chrome,word
TransOver,https://chrome.google.com/webstore/detail/transover/aggiiclaiamajehmlfpkjmlbadmkledi,81,62286,112KiB,1.38,"April 20, 2017",990,4.69595959596,artemave,https://github.com/artemave/translate_onhover,False,Chrome,word
Speed Learning,https://chrome.google.com/webstore/detail/speed-learning/mgoebobcfmlecmnkediacjlofmbeihaf,82,822,80.88KiB,2.0.1,"November 14, 2014",12,3.16666666667,speedlearning871,,False,Chrome,word
Search Sniper,https://chrome.google.com/webstore/detail/search-sniper/allfhljpdnllkijnhgpocihmolebgcfd,83,231,63.03KiB,0.4.3,"April 21, 2015",1,4.0,www.tvtimes.me,http://www.tvtimes.me,False,Chrome,word
Thesaurus: Synonym 4 Right Click,https://chrome.google.com/webstore/detail/thesaurus-synonym-4-right/lpkpcliecpgjbkffooidajhakoidhidh,84,35858,3.75MiB,2.0.3,"October 13, 2014",106,3.6320754717,Wahibi Mohammed,http://imgur.com/aeqWt3z,False,Chrome,word
"Save Text to PDF, WORD, EXCEL or Send EMAIL",https://chrome.google.com/webstore/detail/save-text-to-pdf-word-exc/fekmmlpjhkgpmlmgbfmdlngdclmncpke,85,97,38.9KiB,1.4.3,"April 30, 2017",7,4.42857142857,selectosave,https://www.facebook.com/select2save/,False,Chrome,word
SEO Word Count & Keyword Density,https://chrome.google.com/webstore/detail/seo-word-count-keyword-de/bldhjkealilpmbomcjgdkdmnjjplpoaa,86,44,973KiB,1.0.2,"April 17, 2017",0,0.0,Shounak Gupte,http://www.shounakgupte.com/seo-wizard/?utm_source=chrome,False,Chrome,word
English to Urdu Dictionary,https://chrome.google.com/webstore/detail/english-to-urdu-dictionar/ijmekmmnckfpmilkccglbgnkidbcebnm,87,1308,7.14KiB,2.0.1,"March 11, 2015",31,4.74193548387,www.eworldsms.net,http://www.eworldsms.net,False,Chrome,word
BriefTube - Instant video summarizer,https://chrome.google.com/webstore/detail/brieftube-instant-video-s/gfckdcbnnkobldfaefmhaigdolfniill,88,7258,1.16MiB,0.3.8,"April 2, 2017",46,4.08695652174,brieftube.com,http://brieftube.com,False,Chrome,word
GRE Words,https://chrome.google.com/webstore/detail/gre-words/pajkbhfhlafhkgikilohpeonhenfjbnk,89,443,190KiB,1.6,"May 10, 2013",9,4.44444444444,Venkat Naidu,,False,Chrome,word
Shanbay Plugin,https://chrome.google.com/webstore/detail/shanbay-plugin/flijkcmbhhcenocpnmmgckfcdjdlajga,90,443,3.18MiB,1.12,"March 11, 2014",14,5.0,Ling Jianfa,https://github.com/lingjf/Shanbay-Plugin,False,Chrome,word
Reedy,https://chrome.google.com/webstore/detail/reedy/ihbdojmggkmjbhfflnchljfkgdhokffj,91,36110,94.83KiB,2.2.14,"September 26, 2015",499,4.78957915832,reedy.azagroup.ru,http://reedy.azagroup.ru,False,Chrome,word
Word Battle Cheat,https://chrome.google.com/webstore/detail/word-battle-cheat/ahpggnddickeebhookfhfagcigeknkmj,92,235,235KiB,2.3.2,"December 13, 2013",7,4.71428571429,T0X1C,,False,Chrome,word
Word Definition,https://chrome.google.com/webstore/detail/word-definition/jhklfnhipgicandonpkkcpdofchbpjjk,93,198,50.74KiB,1.2,"March 1, 2015",7,5.0,haohany.github.io,http://haohany.github.io,False,Chrome,word
Word Fox,https://chrome.google.com/webstore/detail/word-fox/lhipkkhmegfpoanbndjhclnnmoicebpd,94,45,124KiB,1.0.1,"April 17, 2017",2,4.0,montewerle.com,http://montewerle.com,False,Chrome,word
GoodWordGuide.com: Instant Dictionary,https://chrome.google.com/webstore/detail/goodwordguidecom-instant/mfembjnmeainjncdflaoclcjadfhpoim,95,93562,288KiB,3.61,"March 13, 2017",250,4.304,goodwordguide.com,http://goodwordguide.com,False,Chrome,word
单词圣手（Smart Word）,https://chrome.google.com/webstore/detail/%E5%8D%95%E8%AF%8D%E5%9C%A3%E6%89%8B%EF%BC%88smart-word%EF%BC%89/odhiddefamddbjhpaoagfkmgkkfhjnkd,96,3190,340KiB,0.6028,"May 9, 2016",238,4.31932773109,jessepku,,False,Chrome,word
Word Jumper for Dictionary.com,https://chrome.google.com/webstore/detail/word-jumper-for-dictionar/lmkohcnaobadfifplaafcpoaaaelnolm,97,740,19.47KiB,0.3,"October 20, 2014",4,3.5,Colin Campbell,,False,Chrome,word
Eklegu!,https://chrome.google.com/webstore/detail/eklegu/kiagpjldfkemppnoobpmgmpdjpokgabd,98,157,678KiB,1.4,"January 26, 2017",8,5.0,Greĉjo Forĝisto,,False,Chrome,word
StringNet Word Midas,https://chrome.google.com/webstore/detail/stringnet-word-midas/eonggfggdnmpmmjlompcapglcgejgikc,99,42,92.11KiB,0.61204.0,"March 17, 2017",0,0.0,beaktsao,https://www.youtube.com/watch?v=q3N-9KrNYnw,False,Chrome,word
Medium Word Count,https://chrome.google.com/webstore/detail/medium-word-count/hleffkfamabgiaimhikcbdkbifkcddac,100,169,35.81KiB,0.1.6,"June 24, 2014",2,3.0,Heavy Code,https://github.com/kenstone/MediumWordCount,False,Chrome,word
Word Count,https://chrome.google.com/webstore/detail/word-count/cipmjkgfjmkcmjfoidhpjfoihkgggmfk,101,74,8.98KiB,0.4,"July 30, 2015",3,3.66666666667,shawn.hoover,https://bitbucket.org/shoover/word-count-ext,False,Chrome,word
Word replacer,https://chrome.google.com/webstore/detail/word-replacer/hhfdcnkmcdalcdmcinggalpmmajdjkel,102,101,5.15KiB,1.2,"October 27, 2016",2,4.0,Magn0053,,False,Chrome,word
Word of the Day,https://chrome.google.com/webstore/detail/word-of-the-day/opjffbebnnomjnenkddpjmmbnhackmnf,103,52,114KiB,0.2.4,"December 9, 2014",1,5.0,Roman,,False,Chrome,word
Word Count,https://chrome.google.com/webstore/detail/word-count/iccgdddlhjafpekcpinhkigagcehhlpb,104,179,65.2KiB,1.2.21,"October 4, 2016",3,5.0,enirrisky,,False,Chrome,word
Words To Know,https://chrome.google.com/webstore/detail/words-to-know/hfjibaccoodnapjolpjmkagcdhiajmcg,105,28,32.69KiB,1.1.3,"March 1, 2017",3,5.0,toknow.io,http://toknow.io,False,Chrome,word
My Dictionary,https://chrome.google.com/webstore/detail/my-dictionary/jhehenajiifngcndnlecbmcdobnkeglb,106,190,165KiB,1.3.1,"February 13, 2017",11,4.36363636364,dev.mnr.j,,False,Chrome,word
Rememberry - Translate and Memorize,https://chrome.google.com/webstore/detail/rememberry-translate-and/dipiagiiohfljcicegpgffpbnjmgjcnf,107,1914,329KiB,0.3.14,"May 1, 2017",27,4.77777777778,rememberry,,False,Chrome,word
See No Evil - Automatic Word Censor,https://chrome.google.com/webstore/detail/see-no-evil-automatic-wor/micahfhoakapfejanehhofhokpcglebm,108,81,240KiB,3.6,"October 16, 2015",2,3.0,roguesolutions.net,http://roguesolutions.net,False,Chrome,word
Bleep It!,https://chrome.google.com/webstore/detail/bleep-it/nbipioihbcokkdgkllcgikoodgjdogpp,109,69,44.71KiB,1.3,"March 15, 2014",7,2.85714285714,michaelasabo,,False,Chrome,word
Word Clock,https://chrome.google.com/webstore/detail/word-clock/ephnjjcgghfoadekcfjmflbikcjcglmm,110,65,1.32MiB,1.0,"May 30, 2016",2,4.5,Chris Dalke,,False,Chrome,word
Simple Word Highlighter,https://chrome.google.com/webstore/detail/simple-word-highlighter/ojmcbcojgmdcdmnidlgjjajoniomibdj,111,141,102KiB,1.0,"October 24, 2014",2,4.5,berdinemail,,False,Chrome,word
