addon_name,addon_url,search_rank,active_user,size,version,release_date,number_review,rating,author_name,author_homepage,is_error,platform,search_term
Music Downloader for VK.com,https://chrome.google.com/webstore/detail/%D1%81%D0%BA%D0%B0%D1%87%D0%B0%D1%82%D1%8C-%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D1%83-%D0%B8%D0%B7-%D0%B2%D0%BA/blippofccpciplkoalkbmpdllinaicel,33,8156,197KiB,1.0.6,"April 29, 2017",57,4.22807017544,Гости ВКонтакте,,False,Chrome,mp3
PointMp3,https://chrome.google.com/webstore/detail/pointmp3/oinpcfkagcmjfekkflldcemapdmgnbkj,34,7368,49.08KiB,1.0.5,"November 12, 2016",38,3.63157894737,www.pointmp3.com,http://www.pointmp3.com,False,Chrome,mp3
Seesu Music,https://chrome.google.com/webstore/detail/seesu-music/nhonlochieibnkmfpombklkgjpkeckhi,35,2833,448KiB,4.97,"December 19, 2016",526,4.7566539924,seesu.me,http://seesu.me,False,Chrome,mp3
Video Download Pro,https://chrome.google.com/webstore/detail/video-download-pro/dhlnjmcknokppfdpdehpjnnihfgnioki,36,8412,112KiB,2.21,"February 27, 2017",42,3.54761904762,Free Video Downloader,,False,Chrome,mp3
VK Music Downloader,https://chrome.google.com/webstore/detail/%D1%81%D0%BA%D0%B0%D1%87%D0%B0%D1%82%D1%8C-%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D1%83-%D0%B2%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B5/lgnbkndiodmbklbhmjjcfebnldkfljkg,37,5206,12.11KiB,0.0.1,"March 27, 2017",18,4.05555555556,bookalemon.com,,False,Chrome,mp3
Amazonia Right Click Search - Amazon.com,https://chrome.google.com/webstore/detail/amazonia-right-click-sear/pkngfjindjkdikklhiiofondocdmdeep,38,2604,25.04KiB,1.5.5,"April 30, 2017",48,3.95833333333,Right Click to Search Amazon,,False,Chrome,mp3
Chrome Audio Capture,https://chrome.google.com/webstore/detail/chrome-audio-capture/kfokdmfpdnokpmpbjhjbcabgligoelgp,39,3609,150KiB,1.1.0,"April 7, 2017",21,4.80952380952,webaudiocapture,https://github.com/arblast/Chrome-Audio-Capturer,False,Chrome,mp3
YouTube Downloader Video,https://chrome.google.com/webstore/detail/youtube-downloader-video/apkpjaoijbnjlgcmjmjjmkcmojcopdip,40,6414,19.74KiB,1.5.2,"April 19, 2017",37,2.78378378378,Downloader,,False,Chrome,mp3
Mp3Get Toolbar,https://chrome.google.com/webstore/detail/mp3get-toolbar/finnijmfkdlplmmjaoheclmmfgclfohn,41,64,18.81KiB,1.0.0,"January 13, 2013",3,3.33333333333,mp3-get.com,http://mp3-get.com,False,Chrome,mp3
SoundCloud Downloader,https://chrome.google.com/webstore/detail/soundcloud-downloader/fdddpgcildccodnijddnniebdhjcfpfk,42,1785,140KiB,1.0.5,"January 6, 2017",48,4.20833333333,ApertureApp,,False,Chrome,mp3
Audio and Music editor online Sweep,https://chrome.google.com/webstore/detail/audio-and-music-editor-on/piemiihdhidiomfmilgencaeabplcgle,43,2906,101KiB,1.4.9,"February 19, 2017",12,2.5,offidocs.com,http://offidocs.com,False,Chrome,mp3
Santa Call,https://chrome.google.com/webstore/detail/santa-call/llgcfhelnilaiolibfgocjdiganedijc,44,1609,345KiB,1.2,"December 17, 2012",27,2.74074074074,Hoiio,http://developer.hoiio.com,False,Chrome,mp3
Bandcamp Saver,https://chrome.google.com/webstore/detail/bandcamp-saver/nkcjnkdkagdlpccdhohflbbaandekogh,45,1269,36.22KiB,1.1.3,"March 21, 2016",21,4.14285714286,Alexander Chepurnoy,,False,Chrome,mp3
YouTube Video Player,https://chrome.google.com/webstore/detail/youtube-video-player/cbklkhaojmgbcgkpbemolkionjbepkfc,46,1260,92.62KiB,1.0,"November 17, 2016",10,3.6,Online Players,,False,Chrome,mp3
MP3 Diyari,https://chrome.google.com/webstore/detail/mp3-diyari/emgmaolphbpogcaandfaickodnflomgp,47,4,10.32KiB,1.6,"September 27, 2013",0,0.0,eSinerji,,False,Chrome,mp3
Amazonia Right Click Search - Amazon Co UK,https://chrome.google.com/webstore/detail/amazonia-right-click-sear/gpmkacpkcakamljkjdjfgmncbpfjacjl,48,548,25.1KiB,1.5.1,"February 27, 2014",3,2.33333333333,ezequielc,,False,Chrome,mp3
Extension LGeL,https://chrome.google.com/webstore/detail/extension-lgel/mgpabjecpeanhodkbnpkbldconplfkcg,49,319,38.82KiB,1.7.5,"April 9, 2017",24,4.79166666667,FortyTwo,https://www.tipeee.com/extension-chrome-lgel,False,Chrome,mp3
MP3YT,https://chrome.google.com/webstore/detail/mp3yt/dhhpcbfnhkjbbmianipapcpoegidikml,50,438,151KiB,1.1,"March 5, 2017",5,5.0,Tesly Devs,,False,Chrome,mp3
Radio France PodCast Download,https://chrome.google.com/webstore/detail/radio-france-podcast-down/fomdekgockaffcognfmaefnmcfbppmla,51,502,113KiB,4.0,"October 14, 2016",4,2.75,dyrk.org,http://dyrk.org,False,Chrome,mp3
百度随心听,https://chrome.google.com/webstore/detail/%E7%99%BE%E5%BA%A6%E9%9A%8F%E5%BF%83%E5%90%AC/eihoiacpjcimdfjicneappieomdloodd,52,314,24.18KiB,1.2,"April 16, 2015",11,4.63636363636,大表哥,,False,Chrome,mp3
Vidler,https://chrome.google.com/webstore/detail/vidler/hbbginaodfomdikfmpbppogaalooenjj,53,379,82.13KiB,0.2,"January 17, 2016",17,3.58823529412,vidler.io,http://vidler.io,False,Chrome,mp3
PlugGrab,https://chrome.google.com/webstore/detail/pluggrab/lgbjoilbdkgdmifajehloemelajofefo,54,205,41.09KiB,1.0.0,"October 14, 2016",2,3.0,Hazious,,False,Chrome,mp3
Rally Noise Maker,https://chrome.google.com/webstore/detail/rally-noise-maker/jlokdfomjegllpoaifkgmhdkiglpofci,55,157,92.41KiB,1.1,"August 1, 2016",0,0.0,tyler.gregory,,False,Chrome,mp3
YouTube Downloader 2017,https://chrome.google.com/webstore/detail/youtube-downloader-2017/okapmphjbeallfikcibaefjcaplepbdp,56,519,19.74KiB,1.5.2,"April 24, 2017",3,5.0,YT DOWNLOADER,,False,Chrome,mp3
Mp3ZingDownloader,https://chrome.google.com/webstore/detail/mp3zingdownloader/chfjnhankgfhhnbaafpckopapeeojcac,57,40,50.22KiB,1.1,"June 16, 2013",0,0.0,Khoi-Phong Le,,False,Chrome,mp3
Adblock for Youtube™,https://chrome.google.com/webstore/detail/adblock-for-youtube/cmedhionkhpnakcndndgjdbohmhepckk,58,4554822,648KiB,4.2.3,"April 18, 2017",29210,4.36874358097,Better Adblock,,False,Chrome,mp3
Turn Off the Lights,https://chrome.google.com/webstore/detail/turn-off-the-lights/bfbmjmiodbnnpllbbbfblcplfjjepjdn,59,1690197,1.52MiB,3.4.13.0,"May 1, 2017",27782,4.64027067886,https://www.turnoffthelights.com,https://www.turnoffthelights.com,False,Chrome,mp3
ExtelMusic,https://chrome.google.com/webstore/detail/extelmusic/epacpclfdofhgjnaaomehhmdbngighae,60,17,23.97KiB,1.2,"March 11, 2014",10,4.8,extelmusic.com,http://extelmusic.com,False,Chrome,mp3
BiTMuz Plugin,https://chrome.google.com/webstore/detail/bitmuz-plugin/obblegfcpelmlicbkdmmepnbemchfcdg,61,27,57.7KiB,1.1.25,"April 9, 2017",1,5.0,hit-project.net,http://hit-project.net,False,Chrome,mp3
Amazon Discount,https://chrome.google.com/webstore/detail/reductions-amazon-discoun/kooigpmeocjafhiiiegkpcmnhempglal,62,15,662KiB,1.0.3,"March 31, 2016",5,5.0,C.dev,,False,Chrome,mp3
Video Downloader Pro,https://chrome.google.com/webstore/detail/video-downloader-pro/ilppkoakomgpcblpemgbloapenijdcho,63,603345,92.62KiB,1.3.6,"February 1, 2017",1660,3.49036144578,videodownloaderpro.net,http://videodownloaderpro.net,False,Chrome,mp3
Offy,https://chrome.google.com/webstore/detail/offy/bmpgbhhapdiangkpabdknpjliajdpjhn,64,21,42.09KiB,1.11,"January 26, 2017",1,2.0,Damian Le Nouaille,https://offy.damln.com/,False,Chrome,mp3
Select and Speak - Text to Speech (SpeakIt!),https://chrome.google.com/webstore/detail/select-and-speak-text-to/gfjopfpjmkcfgjpogepmdjmcnihfpokn,65,410296,2.76MiB,0.2.72,"March 22, 2017",1920,3.25833333333,www.ispeech.org,http://www.ispeech.org,False,Chrome,mp3
Download Plus,https://chrome.google.com/webstore/detail/download-plus/gokgophibdidjjpildcdbfpmcahilaaf,66,129772,123KiB,1.6.7,"November 30, 2015",3822,4.52825745683,downloadplus.chromiums.org,http://downloadplus.chromiums.org,False,Chrome,mp3
Video Downloader professional,https://chrome.google.com/webstore/detail/video-downloader-professi/kmdldgcmokdpmacblnehppgkjphcbpnn,67,132204,426KiB,1.1.6,"March 14, 2017",1394,4.2087517934,videodownloader.io,http://videodownloader.io,False,Chrome,mp3
NicoNico Audio Extractor,https://chrome.google.com/webstore/detail/niconico-audio-extractor/eecoahjklhopckkiefihjloeidikepdh,68,124173,125KiB,0.4.2,"June 1, 2014",604,4.20860927152,ukyo.web,,False,Chrome,mp3
Free Video Downloader,https://chrome.google.com/webstore/detail/free-video-downloader/ppgadljdflpomdcdacknofppeejgmjdn,69,168333,73.15KiB,2.2,"September 22, 2015",703,3.50782361309,Free Video Downloader,,False,Chrome,mp3
VKD. Free music downloader for VK,https://chrome.google.com/webstore/detail/vkd-%D1%81%D0%BA%D0%B0%D1%87%D0%B0%D1%82%D1%8C-%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D1%83-%D1%81-%D0%B2%D0%BA/lnppoapkllmphlngblmeohbgkdagphob,70,53382,19.16KiB,1.7.27,"April 20, 2017",1208,4.70778145695,VKD,https://vk.com/vkdwn,False,Chrome,mp3
AudioToAudio,https://chrome.google.com/webstore/detail/audiotoaudio/dknigoplijkheljacmlefjpbmdidhfag,71,179459,712KiB,12.202.10.29180,"September 29, 2016",23,2.95652173913,audiotoaudio.com,http://audiotoaudio.com,False,Chrome,mp3
VK Music Downloader,https://chrome.google.com/webstore/detail/%D1%81%D0%BA%D0%B0%D1%87%D0%B0%D1%82%D1%8C-%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D1%83-%D0%B2%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B5/joaplibfhijpjafmlkgjonfgldcmhhca,72,79311,12.26KiB,4.0.12,"April 29, 2017",536,4.26492537313,VK Music Downloader,,False,Chrome,mp3
Attachment Icons for Gmail™,https://chrome.google.com/webstore/detail/attachment-icons-for-gmai/johdeoloijidhejmalfkpchbihbiamph,73,66778,40.54KiB,1.2,"November 21, 2012",137,4.40145985401,pb_ee1,,False,Chrome,mp3
MediaSave. Download music free,https://chrome.google.com/webstore/detail/mediasave-download-music/hfgbpkkdodfihabamnkhoaeamkdhnoec,74,15060,274KiB,2.0.10,"April 28, 2017",319,4.52037617555,https://mediasave.ru,https://mediasave.ru,False,Chrome,mp3
musicfm - Free Music,https://chrome.google.com/webstore/detail/musicfm-free-music/dafbmkdphkdehojjillnlgmlcofcjkke,75,15074,35.21KiB,1.0.2,"July 28, 2016",116,3.71551724138,https://www.musicfm.org,https://www.musicfm.org,False,Chrome,mp3
Letras.mus.br,https://chrome.google.com/webstore/detail/letrasmusbr/flhkjkdhoffhpbnenjlmahnkjcpfbddh,76,9384,12.41KiB,1.0.20,"September 9, 2016",240,4.21666666667,letras.mus.br,http://letras.mus.br,False,Chrome,mp3
唧唧Chrome扩展程序,https://chrome.google.com/webstore/detail/%E5%94%A7%E5%94%A7chrome%E6%89%A9%E5%B1%95%E7%A8%8B%E5%BA%8F/kkbeponpcponmcikbgongkmhkbifocpf,77,11107,48.64KiB,1.2,"February 14, 2017",55,4.41818181818,www.bilibilijj.com,http://www.bilibilijj.com,False,Chrome,mp3
VLC Video Player Pro,https://chrome.google.com/webstore/detail/vlc-video-player-pro/ofcjnaplfjbajojebhgoikjfcpiecgdi,78,12937,47.0KiB,5.2,"March 21, 2017",38,3.44736842105,proxy.applove.in,http://proxy.applove.in,False,Chrome,mp3
Play HLS M3u8,https://chrome.google.com/webstore/detail/play-hls-m3u8/ckblfoghkjhaclegefojbgllenffajdc,79,9679,69.05KiB,1.1,"March 8, 2017",17,4.35294117647,andrexnet,,False,Chrome,mp3
IMG inspector,https://chrome.google.com/webstore/detail/img-inspector/hpogobkggapdhmfnamfnhmchcbmehokb,80,7764,29.47KiB,1.6.1,"June 23, 2013",71,3.87323943662,www.omiod.com,http://www.omiod.com,False,Chrome,mp3
Rainy,https://chrome.google.com/webstore/detail/rainy/lcbmijabmhohpnmdjbioodhdlaimbdcf,81,5466,31.01MiB,1.1,"June 23, 2015",23,4.86956521739,Michael Yuan,,False,Chrome,mp3
Video editor OpenShot online,https://chrome.google.com/webstore/detail/video-editor-openshot-onl/kdfinbdncekfhibpbnkjedmdofkjghjj,82,10132,489KiB,1.7.5,"February 16, 2017",42,2.5,offidocs.com,http://offidocs.com,False,Chrome,mp3
Online music radio,https://chrome.google.com/webstore/detail/%E7%BD%91%E7%BB%9C%E9%9F%B3%E4%B9%90%E7%94%B5%E5%8F%B0/ineenlmapbpbomkoapfbekknhnflcink,83,4323,335KiB,2.4.8,"August 13, 2014",75,3.97333333333,音乐扩展,,False,Chrome,mp3
Local Media Player,https://chrome.google.com/webstore/detail/local-media-player/dfjejaldnpbdkacoehinpjplnmfahhop,84,5591,53.78KiB,2,"January 6, 2017",31,3.64516129032,mediaplayer.apptop.in,http://mediaplayer.apptop.in,False,Chrome,mp3
Net Radio,https://chrome.google.com/webstore/detail/net-radio/njbdcefgnalggochpphnbaallniajbfh,85,2703,63.04KiB,2.1.0,"February 1, 2017",62,4.70967741935,igorware.com,http://igorware.com,False,Chrome,mp3
Multiple Tabs Search,https://chrome.google.com/webstore/detail/multiple-tabs-search/mhbpfljoihafefdodgklimejeacejnde,86,4217,65.91KiB,1.5,"May 14, 2016",26,4.15384615385,Luiz Zen,,False,Chrome,mp3
百度音乐超高品质下载,https://chrome.google.com/webstore/detail/%E7%99%BE%E5%BA%A6%E9%9F%B3%E4%B9%90%E8%B6%85%E9%AB%98%E5%93%81%E8%B4%A8%E4%B8%8B%E8%BD%BD/ipmejmaceljdeddadifgmggldnioglca,87,2971,50.3KiB,1.0.1,"November 9, 2013",182,3.96153846154,tools for chrome,,False,Chrome,mp3
Video & Music Downloader,https://chrome.google.com/webstore/detail/video-music-downloader/nnddhogfcaammjoehfeikhfcfgabcajg,88,4714,45.49KiB,1.0.1,"April 14, 2016",38,3.18421052632,Small Penguin,,False,Chrome,mp3
OpenWhyd ✚ track,https://chrome.google.com/webstore/detail/openwhyd-%E2%9C%9A-track/foohaghobcolamikniehcnnijdjehfjk,89,4188,37.03KiB,2.21,"July 20, 2016",13,4.15384615385,openwhyd.org,http://openwhyd.org,False,Chrome,mp3
Anki-leo - LinguaLeo dictionary export,https://chrome.google.com/webstore/detail/anki-leo-lingualeo-dictio/mpaohidlipnfnkbogpmanchjfjpdgcml,90,2067,55.29KiB,2.5.1,"January 15, 2017",45,4.71111111111,troggy,http://troggy.github.io/anki-leo/,False,Chrome,mp3
iciba,https://chrome.google.com/webstore/detail/iciba/gfjdknmhcnojklipadhmmjgljfhelkga,91,1966,337KiB,2.1.1,"July 12, 2016",50,4.28,Neekey,https://github.com/neekey/iciba,False,Chrome,mp3
Nice 2 Hack You by Big Data,https://chrome.google.com/webstore/detail/nice-2-hack-you-by-big-da/pllnecbdobiliofejcobkfafgnjdkdej,92,3586,32.71KiB,1.0.1,"May 23, 2015",52,2.25,Big Data,http://www.nice2hackyou.com,False,Chrome,mp3
Offcloud.com Extension,https://chrome.google.com/webstore/detail/offcloudcom-extension/mhenombkbjeannffjnhcnelokhkfndch,93,1682,170KiB,0.2.4,"March 28, 2017",45,4.35555555556,https://offcloud.com,https://offcloud.com,False,Chrome,mp3
Radio Javan Player,https://chrome.google.com/webstore/detail/radio-javan-player/ckgbnjpcijhjpfnecakkeobeohelllod,94,1519,69.01KiB,1.2,"January 16, 2013",73,4.54794520548,RJ Player,,False,Chrome,mp3
Media Controller,https://chrome.google.com/webstore/detail/media-controller/igioighnenobjloojpkhplonhedajmfi,95,1838,21.23KiB,0.22,"December 19, 2014",18,4.11111111111,www.thundron.com,http://www.thundron.com,False,Chrome,mp3
Peek,https://chrome.google.com/webstore/detail/peek/bfpogemllmpcpclnadighnpeeaegigjk,96,2144,183KiB,2.1,"September 28, 2016",5,3.8,Corbin Davenport,,False,Chrome,mp3
Trevx Audio Player,https://chrome.google.com/webstore/detail/trevx-audio-player/jpnjmnflgaacdljoiognekmfaoifcppe,97,1714,310KiB,2.3.2,"July 14, 2016",10,2.9,trevx.com,http://trevx.com,False,Chrome,mp3
Download by extension,https://chrome.google.com/webstore/detail/download-by-extension/ogflhjilpmfeejjdnelhakfokcldpfki,98,1242,157KiB,0.7.1,"October 24, 2014",20,4.55,Dmitry Dmitrienko,,False,Chrome,mp3
Embedly,https://chrome.google.com/webstore/detail/embedly/ljpehmgoanlmeiiodaincleeiaknmfol,99,899,87.34KiB,0.7.8,"October 2, 2013",35,4.65714285714,labs.embed.ly,http://labs.embed.ly,False,Chrome,mp3
SoundCloud Music Downloader Tool,https://chrome.google.com/webstore/detail/soundcloud-music-download/cfakkjkionakendgldlhiloppjpfmocp,100,1045,330KiB,1.0.1,"January 22, 2017",11,3.90909090909,www.keepsong.com,http://www.keepsong.com,False,Chrome,mp3
ii-nya,https://chrome.google.com/webstore/detail/ii-nya/jjimmphcchfcenglmkkdnbblddmmgean,101,840,522KiB,2.5.6,"September 15, 2013",10,4.9,blog.maripo.org,http://blog.maripo.org,False,Chrome,mp3
Amazon.de Shopping Suche,https://chrome.google.com/webstore/detail/amazonde-shopping-suche/dphjjoijhepbpphpgcjpkmimbmpihlgg,102,941,460KiB,1.3,"February 1, 2015",8,4.25,SmaExt,,False,Chrome,mp3
Zing Me Utility,https://chrome.google.com/webstore/detail/zing-me-utility/obgoomapmhikdlcagfkppefjpjlleicg,103,664,234KiB,1.1.2.1,"October 31, 2013",43,4.16279069767,khimoc.com,http://khimoc.com,False,Chrome,mp3
Flash-Radio-2,https://chrome.google.com/webstore/detail/flash-radio-2/pokigghgoachjedfaajmldbgddlccgbi,104,652,35.29KiB,1.4.1,"January 20, 2014",21,4.33333333333,LittleVictor,,False,Chrome,mp3
wrzutaDL,https://chrome.google.com/webstore/detail/wrzutadl/cnjpilgffnnhojdblloogokoedfdgild,105,862,67.85KiB,2.1,"November 8, 2013",41,2.60975609756,Fisiu,,False,Chrome,mp3
"Zing, NCT, FShare VIP download",https://chrome.google.com/webstore/detail/zing-nct-fshare-vip-downl/ilelfniafnkkgmfdnidkoapmiopkachk,106,510,134KiB,0.21,"September 27, 2014",31,4.61290322581,Strong.D,,False,Chrome,mp3
MP3Skull Search,https://chrome.google.com/webstore/detail/mp3skull-search/ochobdockcofeokbpaloldpgomoelhne,107,639,28.97KiB,1.0,"August 4, 2014",17,3.64705882353,Insira,,False,Chrome,mp3
Triple J Stream,https://chrome.google.com/webstore/detail/triple-j-stream/ogkcbpgaibgbkdjhdkflaenikeinigcl,108,495,67.76KiB,2.3.1,"April 12, 2017",9,5.0,Soulhawke,,False,Chrome,mp3
File Type Search for Google Drive™,https://chrome.google.com/webstore/detail/file-type-search-for-goog/jgacigobcnchdcflpdeobmeebgbccjdo,109,714,42.06KiB,0.4,"October 23, 2014",2,3.0,www.cloud34.fr,http://www.cloud34.fr,False,Chrome,mp3
