job_name,job_id,job_url,listing_type,company,location,search_rank
Analyste data mining F/H,daf798249f45cd7f,https://www.indeed.fr/voir-emploi?jk=daf798249f45cd7f,organicJob,BOUYGUES TELECOM,Meudon (92),71
Data Analyst Marketing Client (H/F),f393da5b948a663f,https://www.indeed.fr/voir-emploi?jk=f393da5b948a663f,organicJob,Cdiscount,Bordeaux (33),72
Data Analyst H/F,50bcd48704cf2ba7,https://www.indeed.fr/voir-emploi?jk=50bcd48704cf2ba7,organicJob,Canal Plus,Boulogne-Billancourt (92),73
Data scientist,acf56690b718ddf0,https://www.indeed.fr/voir-emploi?jk=acf56690b718ddf0,organicJob,Happn,Paris (75),74
CDI – Financial Data Analyst (H/F),e892b99166127eaa,https://www.indeed.fr/voir-emploi?jk=e892b99166127eaa,organicJob,Netbooster,Paris (75),75
Business & Data Analyst F/H,15a8b65446808eb3,https://www.indeed.fr/voir-emploi?jk=15a8b65446808eb3,organicJob,L'EQUIPE,Boulogne-Billancourt (92),76
Stagiaire Data Analyst H/F,6f08d9c73deeddde,https://www.indeed.fr/voir-emploi?jk=6f08d9c73deeddde,organicJob,Manitou Group,Ancenis (44),77
Data Analyst F/H,2b601fed0cfb723b,https://www.indeed.fr/voir-emploi?jk=2b601fed0cfb723b,organicJob,KORN FERRY INTERNAT FUTURESTEP FRANCE,Guyancourt (78),78
Data Analyst F/H,d1217fc4b0cfda9d,https://www.indeed.fr/voir-emploi?jk=d1217fc4b0cfda9d,organicJob,KRAVEN PARTNERS,Paris 2e (75),79
Data Analyst,44961a7c6da9c3ad,https://www.indeed.fr/voir-emploi?jk=44961a7c6da9c3ad,organicJob,BMCE EUROSERVICES,Paris 8e (75),80
Data Analyst Leistungen 80-100%,a02b8024bea546e8,https://www.indeed.fr/voir-emploi?jk=a02b8024bea546e8,organicJob,CSS Versicherung,Somme,81
Data Lake Product Owner,be4e7d110f228ebe,https://www.indeed.fr/voir-emploi?jk=be4e7d110f228ebe,organicJob,AXA Funds Management,Paris (75),82
Analyste Décisionnel ETL H/F (Lyon),b8f3ccc7e853c84b,https://www.indeed.fr/voir-emploi?jk=b8f3ccc7e853c84b,organicJob,Keyrus,Lyon (69),83
"Project Manager, Data Solutions",9f9c1bff985331d7,https://www.indeed.fr/voir-emploi?jk=9f9c1bff985331d7,organicJob,Veeva Systems,Paris (75),84
Analyste BI (H/F),dbf34eb077748276,https://www.indeed.fr/voir-emploi?jk=dbf34eb077748276,organicJob,Ubisoft,Montreuil (93),85
Analyste Activité - Data miner F/H,dacfbb18d111e33a,https://www.indeed.fr/voir-emploi?jk=dacfbb18d111e33a,organicJob,UJA,Paris 10e (75),86
DATA ANALYST MARKETING,34213bcea8a0012f,https://www.indeed.fr/voir-emploi?jk=34213bcea8a0012f,organicJob,So Shape,Paris (75),87
DATAMANAGER / DATA ANALYST H/F,950e5dbeb8545a2d,https://www.indeed.fr/voir-emploi?jk=950e5dbeb8545a2d,organicJob,Multi-Sourcing,France,88
Product Manager Data & Visualisation,25abc9fc2f359063,https://www.indeed.fr/voir-emploi?jk=25abc9fc2f359063,organicJob,Fifty Five,Paris (75),89
Chief data Officer (H/F),4d46a74405fa6d1e,https://www.indeed.fr/voir-emploi?jk=4d46a74405fa6d1e,organicJob,Renault,Le Plessis-Robinson (92),90
Compliance Data Analyst - FircoSoft - Paris,f0614ad2765e06e3,https://www.indeed.fr/voir-emploi?jk=f0614ad2765e06e3,organicJob,Reed Business Information,Paris (75),91
Data Analyst & Marketing Web,703dc9c851aa7289,https://www.indeed.fr/voir-emploi?jk=703dc9c851aa7289,organicJob,MANOMANO,Paris 16e (75),92
Data Analyst,76ebb6ef2d1736d1,https://www.indeed.fr/voir-emploi?jk=76ebb6ef2d1736d1,organicJob,Businessdata consulting,Paris (75),93
Data Analyst – Advertiser 100% Project,a7a2c378b1f60663,https://www.indeed.fr/voir-emploi?jk=a7a2c378b1f60663,organicJob,Criteo,Paris (75),94
Ingénieur Business Intelligence BI4 (H/F),66b552531ac0d09e,https://www.indeed.fr/voir-emploi?jk=66b552531ac0d09e,organicJob,Alten,France,95
Professeur de data science H/F,71a7351a70e45e0d,https://www.indeed.fr/voir-emploi?jk=71a7351a70e45e0d,organicJob,OpenClassrooms,Paris (75),96
Analyste data mining H/F,b239ff528db85869,https://www.indeed.fr/voir-emploi?jk=b239ff528db85869,organicJob,Bouygues Telecom,Meudon (92),97
Analyste MOA entrepôt de données H/F,62fc01e05aa937f3,https://www.indeed.fr/voir-emploi?jk=62fc01e05aa937f3,organicJob,LCL,Villejuif (94),98
Data Analyst F/H,3244a03dc6a3a72e,https://www.indeed.fr/voir-emploi?jk=3244a03dc6a3a72e,organicJob,KORN FERRY / FUTURESTEP,Le Plessis-Robinson (92),99
Ingénieur Business Intelligence BI4 (H/F),cc474089b03a0dc2,https://www.indeed.fr/voir-emploi?jk=cc474089b03a0dc2,organicJob,Alten France,France,100
ASSISTANT DATA ANALYST H/F,7e98ad67e520455e,https://www.indeed.fr/voir-emploi?jk=7e98ad67e520455e,organicJob,La Voix Groupe,France,101
Data Analyst F/H,ee5049b2c55980f9,https://www.indeed.fr/voir-emploi?jk=ee5049b2c55980f9,organicJob,DIRECT ENERGIE,Paris 15e (75),102
Data Scientist/Analyst,d1e37fb6f077398d,https://www.indeed.fr/voir-emploi?jk=d1e37fb6f077398d,organicJob,Edjing,Boulogne-Billancourt (92),103
Stagiaire Data Analyst (H/F),ddf492b0317f851a,https://www.indeed.fr/voir-emploi?jk=ddf492b0317f851a,organicJob,Nielsen,Cergy (95),104
Data Analyst - Search & Recommendation (M/F),008bc83e488c7b15,https://www.indeed.fr/voir-emploi?jk=008bc83e488c7b15,organicJob,Dailymotion,Paris (75),105
Analyste de Données CRM F/H,1158d21519c089cc,https://www.indeed.fr/voir-emploi?jk=1158d21519c089cc,organicJob,"LOOK PRO, LOOK VOYAGES DISTRIBUTION",Ivry-sur-Seine (94),106
Contrôleur de Gestion / Data analyst – H/F (H/F),51b4759b8aa3ccc2,https://www.indeed.fr/voir-emploi?jk=51b4759b8aa3ccc2,organicJob,CPAM de l'Oise,Beauvais (60),107
Analyste BI Supply Chain (H/F) - Paris,57b800451a13ff97,https://www.indeed.fr/voir-emploi?jk=57b800451a13ff97,organicJob,SAINT-GOBAIN,Paris (75),108
Stage Data Analyst H/F,01701aaf2d4594e3,https://www.indeed.fr/voir-emploi?jk=01701aaf2d4594e3,organicJob,Pimkie,France,109
STAGE DATA ANALYST,5d0f124571a1b85c,https://www.indeed.fr/voir-emploi?jk=5d0f124571a1b85c,organicJob,INDELEC SA,Douai (59),110
Analyste fonctionnel telecom,931391139b6296a2,https://www.indeed.fr/voir-emploi?jk=931391139b6296a2,organicJob,Apside TOP,Orléans (45),111
DATA ANALYSTE / STATISTICIEN F/H,1f35dafb0856bd1a,https://www.indeed.fr/voir-emploi?jk=1f35dafb0856bd1a,organicJob,dexade,Clermont-Ferrand (63),112
ANALYSTE DATA MASTER (H/F),2dd5f30f417ff27f,https://www.indeed.fr/voir-emploi?jk=2dd5f30f417ff27f,organicJob,,Lyon (69),113
Client Data Analyst - PARIS,97bf0845c7811b13,https://www.indeed.fr/voir-emploi?jk=97bf0845c7811b13,organicJob,JOOR,Paris (75),114
Business Analyst H/F - Massy,803322f4767899fe,https://www.indeed.fr/voir-emploi?jk=803322f4767899fe,organicJob,Carrefour,Massy (91),115
Consultant -Business analyst – Reference Data,7ea989240059c9d5,https://www.indeed.fr/voir-emploi?jk=7ea989240059c9d5,organicJob,CAPCO,Paris (75),116
Architecte SI orienté Data CDI Lyon Activités informatiques...,4363bd4da341165d,https://www.indeed.fr/voir-emploi?jk=4363bd4da341165d,organicJob,Alturion,France,117
Data Analyst H/F,7313590c18974000,https://www.indeed.fr/voir-emploi?jk=7313590c18974000,organicJob,Groupe M6,Rungis (94),118
Analyste Data – Supply Chain (H/F),5c35ada6477d8748,https://www.indeed.fr/voir-emploi?jk=5c35ada6477d8748,organicJob,photobox,Sartrouville (78),119
Customer data analyst,d8adeab524af0e69,https://www.indeed.fr/voir-emploi?jk=d8adeab524af0e69,organicJob,Voyage Privé,Aix-en-Provence (13),120
Data Manager (H/F),ad6917ad168635e2,https://www.indeed.fr/voir-emploi?jk=ad6917ad168635e2,organicJob,SII,Niort (79),121
Data Analyst/ Data cruncher F/H,33e381e35f16d4fd,https://www.indeed.fr/voir-emploi?jk=33e381e35f16d4fd,organicJob,RENAULT SAS,Le Plessis-Robinson (92),122
Analyste Big Data Junior- Ericsson,129a212ec8fb104d,https://www.indeed.fr/voir-emploi?jk=129a212ec8fb104d,organicJob,Ericsson,Massy (91),123
Data Analyst - Intelligent Content H/F,5ab57026c2c449db,https://www.indeed.fr/voir-emploi?jk=5ab57026c2c449db,organicJob,iProspect,La Défense (92),124
Business Data Analyst - CDD 12 mois,ae2df7c95d12ad0e,https://www.indeed.fr/voir-emploi?jk=ae2df7c95d12ad0e,organicJob,AXA Funds Management,Paris (75),125
Un(e) Data Analyst - F/H,63836866a0c91925,https://www.indeed.fr/voir-emploi?jk=63836866a0c91925,organicJob,ACTION CONTRE LA FAIM,Paris 17e (75),126
Data Analyst,5586e2cd1c0d9b0a,https://www.indeed.fr/voir-emploi?jk=5586e2cd1c0d9b0a,organicJob,Ingima,Paris (75),127
Chef de projet Data analyst - H/F,95c876481a0a6f22,https://www.indeed.fr/voir-emploi?jk=95c876481a0a6f22,organicJob,EDF,Paris (75),128
Data Analyst Associate,533c8b947013f7a0,https://www.indeed.fr/voir-emploi?jk=533c8b947013f7a0,organicJob,Fifty Five,Paris (75),129
Alternance Digital Analyst H/F,5c3c54bd2a76740c,https://www.indeed.fr/voir-emploi?jk=5c3c54bd2a76740c,organicJob,LVMH,France,130
Digital Data Analyst (H/F),843c2fdba38a2bf5,https://www.indeed.fr/voir-emploi?jk=843c2fdba38a2bf5,organicJob,GMF,Hauts-de-Seine,131
Stagiaire Data Analyst Fraud Ecommerce H/F,14978aaf9c5af71c,https://www.indeed.fr/voir-emploi?jk=14978aaf9c5af71c,organicJob,Crédit mutuel Arkéa,Aix-en-Provence (13),132
Data Analyste,e2306769caca5fc3,https://www.indeed.fr/voir-emploi?jk=e2306769caca5fc3,organicJob,Businessdata consulting,Paris (75),133
Data Analyst junior (H/F) - Massy,e96bf084fcd07273,https://www.indeed.fr/voir-emploi?jk=e96bf084fcd07273,organicJob,,Massy (91),134
Data Scientist,665648454837d77d,https://www.indeed.fr/voir-emploi?jk=665648454837d77d,organicJob,MFG Labs,Paris 9e (75),135
Data Analyst,2746650653255658,https://www.indeed.fr/voir-emploi?jk=2746650653255658,organicJob,HR Communications Manager,Levallois-Perret (92),136
Manager Données Digitales (H/F) - Massy,1c76d42c224dae0c,https://www.indeed.fr/voir-emploi?jk=1c76d42c224dae0c,organicJob,Carrefour,Massy (91),137
Data Analyst Big Data (H/F),f56b5900a2016a61,https://www.indeed.fr/voir-emploi?jk=f56b5900a2016a61,organicJob,Triskell Consulting,Hauts-de-Seine,138
Data Analyst Intern,d4af3dd9ab8d0606,https://www.indeed.fr/voir-emploi?jk=d4af3dd9ab8d0606,organicJob,Aircall,Paris (75),139
Analyste Data-Monitoring & Reporting H/F,e71f95727396b77b,https://www.indeed.fr/voir-emploi?jk=e71f95727396b77b,organicJob,Crédit Agricole CIB,Montrouge (92),140
Data Analyst,f0b0eeca7e16fbf7,https://www.indeed.fr/voir-emploi?jk=f0b0eeca7e16fbf7,organicJob,Plastic Omnium,Levallois-Perret (92),141
Data analyst / manager - H/F,4ca95fab21cb83c2,https://www.indeed.fr/voir-emploi?jk=4ca95fab21cb83c2,organicJob,TERRA SA,Paris 19e (75),142
Data Analyst - Intelligent Content H/F,98473931cb1120f8,https://www.indeed.fr/voir-emploi?jk=98473931cb1120f8,organicJob,Dentsu Aegis,La Défense (92),143
CHEF DE PROJETS DATA ANALYST (H/F),a98ed75d41983c01,https://www.indeed.fr/voir-emploi?jk=a98ed75d41983c01,organicJob,NRJ,Paris 16e (75),144
Analyste Big Data H/F,37ebd57ec2d91976,https://www.indeed.fr/voir-emploi?jk=37ebd57ec2d91976,organicJob,Groupe Crédit Agricole,Villejuif (94),145
Short Term Power Analyst - H/F,86a0b5b0579dbc78,https://www.indeed.fr/voir-emploi?jk=86a0b5b0579dbc78,organicJob,EDF,Saint-Denis (93),146
Stagiaire Data Analyst fraud Ecommerce H/F,f77d8a1a38500906,https://www.indeed.fr/voir-emploi?jk=f77d8a1a38500906,organicJob,Monext,Aix-en-Provence (13),147
Stagiaire Data Analyst Ecommerce H/F,efb722a84d4bfbf7,https://www.indeed.fr/voir-emploi?jk=efb722a84d4bfbf7,organicJob,Monext,Aix-en-Provence (13),148
Senior Data Analyst (H/F),7c6a3eee3261d718,https://www.indeed.fr/voir-emploi?jk=7c6a3eee3261d718,organicJob,L'OLIVIER ASSURANCES AUTO,Marcq-en-Barœul (59),149
Analyste Big Data H/F,16de8b5b70a92026,https://www.indeed.fr/voir-emploi?jk=16de8b5b70a92026,organicJob,LCL,Villejuif (94),150
"Analyst, Regulatory Reporting",9d22967625307c03,https://www.indeed.fr/voir-emploi?jk=9d22967625307c03,organicJob,Groupe BPCE,France,151
bi research analyst,7ef15b5b051bcf2e,https://www.indeed.fr/voir-emploi?jk=7ef15b5b051bcf2e,organicJob,Amaris,France,152
Analyste Reporting Financier H/F,a74afb4cb6e7ccf2,https://www.indeed.fr/voir-emploi?jk=a74afb4cb6e7ccf2,organicJob,ING Direct,Paris (75),153
business analyst clinique,289a7443243e215d,https://www.indeed.fr/voir-emploi?jk=289a7443243e215d,organicJob,Amaris,France,154
Data Miner & Analyst CRM | 45/55K€,15da18e1dfda3fdc,https://www.indeed.fr/voir-emploi?jk=15da18e1dfda3fdc,organicJob,Groupe Média 30M visiteurs,Paris (75),155
Analyste décisionnel,a7af598422511888,https://www.indeed.fr/voir-emploi?jk=a7af598422511888,organicJob,Groupe S&D Développement,Mérignac (33),156
Data Scientist / Data Analyst,c5ddfbbd2e44aaa9,https://www.indeed.fr/voir-emploi?jk=c5ddfbbd2e44aaa9,organicJob,Adaming,Lille (59),157
Analyste de données - SNI Siège - Paris -,f0e3f3b54ee883be,https://www.indeed.fr/voir-emploi?jk=f0e3f3b54ee883be,organicJob,SNI - Siège social,Paris 13e (75),158
Data Analyst,9b575fe8c2c7191a,https://www.indeed.fr/voir-emploi?jk=9b575fe8c2c7191a,organicJob,Dailymotion,Paris (75),159
Chef de projet - Data Analyst,26626686bc8f5cde,https://www.indeed.fr/voir-emploi?jk=26626686bc8f5cde,organicJob,"Total E&P USA, Inc.",France,160
Analyste Data Cybersécurité H/F,8626157f45f2825f,https://www.indeed.fr/voir-emploi?jk=8626157f45f2825f,organicJob,DCNS,Toulon (83),161
Data analyst F/H,0ef2ef4c7d417805,https://www.indeed.fr/voir-emploi?jk=0ef2ef4c7d417805,organicJob,TEMENIS CONSEIL,Paris 16e (75),162
Data Miner & Analyst CRM F/H,16c456f62719d460,https://www.indeed.fr/voir-emploi?jk=16c456f62719d460,organicJob,DATA RECRUTEMENT,Paris 1er (75),163
Conseil - Data Analyst débutant CDI - Sept 2017 H/F,1dd59a3d0b47eb69,https://www.indeed.fr/voir-emploi?jk=1dd59a3d0b47eb69,organicJob,Mazars,La Défense (92),164
Analyste Business Intelligence H/F,bf1bb7347e1a8960,https://www.indeed.fr/voir-emploi?jk=bf1bb7347e1a8960,organicJob,PMU,Paris (75),165
Data Scientist,d5c3ee2d06275152,https://www.indeed.fr/voir-emploi?jk=d5c3ee2d06275152,organicJob,BlaBlaCar,Paris (75),166
CRM Data Analyst / Campaign manager H/F,e64301d75514dabd,https://www.indeed.fr/voir-emploi?jk=e64301d75514dabd,organicJob,Brico depôt,Longpont-sur-Orge (91),167
Compensation Analyst,d53b3d98fc0ca6eb,https://www.indeed.fr/voir-emploi?jk=d53b3d98fc0ca6eb,organicJob,The Getinge Group,France,168
Analyste Product Control H/F,07a32f9652881a01,https://www.indeed.fr/voir-emploi?jk=07a32f9652881a01,organicJob,Dexia,Paris (75),169
Statisticien,268fc9ad30a38ceb,https://www.indeed.fr/voir-emploi?jk=268fc9ad30a38ceb,organicJob,Dexade,Clermont-Ferrand (63),170
