job_name,job_id,job_url,listing_type,company,location,search_rank
Data Engineer | IA | 50-80K€ F/H,1d5c68a643e0e7b8,https://www.indeed.fr/voir-emploi?jk=1d5c68a643e0e7b8,organicJob,DATA RECRUTEMENT,Paris 1er (75),47
"Data Integration Engineer, T-SENS",aee9302b420a35ec,https://www.indeed.fr/voir-emploi?jk=aee9302b420a35ec,organicJob,QuintilesIMS,Boulogne-Billancourt (92),48
Data Engineer (H/F) - CDI,e0a4e8e36167b50f,https://www.indeed.fr/voir-emploi?jk=e0a4e8e36167b50f,organicJob,Databerries,Paris (75),49
Data engineer H/F,d76287b7cff0a5f1,https://www.indeed.fr/voir-emploi?jk=d76287b7cff0a5f1,organicJob,D2SI,Paris (75),50
Data Scientist,d5c3ee2d06275152,https://www.indeed.fr/voir-emploi?jk=d5c3ee2d06275152,organicJob,BlaBlaCar,Paris (75),51
Data Engineer,b7454f8d1d7fa3f4,https://www.indeed.fr/voir-emploi?jk=b7454f8d1d7fa3f4,organicJob,Tiller Systems,Paris (75),52
HEAD OF DATA - F/H,fac3cbaa635e7f9e,https://www.indeed.fr/voir-emploi?jk=fac3cbaa635e7f9e,organicJob,Sarenza,Paris (75),53
Data Engineer - H/F,6ccb3f39c1cd1664,https://www.indeed.fr/voir-emploi?jk=6ccb3f39c1cd1664,organicJob,Ebiznext,Paris (75),54
"Machine Learning Product Specialist (EMEA), Google Cloud",ac5dbe940d28aa58,https://www.indeed.fr/voir-emploi?jk=ac5dbe940d28aa58,organicJob,Google,Paris (75),55
Data Software Engineer - Core Data - Core System Team,4f4c7bbfbb07e577,https://www.indeed.fr/voir-emploi?jk=4f4c7bbfbb07e577,organicJob,Deezer,Paris (75),56
Data Scientist - Engine Data Analytics,173686cb2e671615,https://www.indeed.fr/voir-emploi?jk=173686cb2e671615,organicJob,Criteo,Paris (75),57
DATA LAKE ENGINEER – H/F,6ba9f815037bc692,https://www.indeed.fr/voir-emploi?jk=6ba9f815037bc692,organicJob,Outscale,Saint-Cloud (92),58
Data engineer - Ingénieur décicionnel F/H,e2df2e655dce5bff,https://www.indeed.fr/voir-emploi?jk=e2df2e655dce5bff,organicJob,ANAYA,Paris 1er (75),59
Data Centre Technician,45174d885dcddd60,https://www.indeed.fr/voir-emploi?jk=45174d885dcddd60,organicJob,GemPool,Paris (75),60
Data Engineer - Scala/Python/Hortonworks - H/F,811305c7441cdb1d,https://www.indeed.fr/voir-emploi?jk=811305c7441cdb1d,organicJob,FINAXYS,Neuilly-sur-Seine (92),61
Data Engineer - H/F,a8151f20b4f0522c,https://www.indeed.fr/voir-emploi?jk=a8151f20b4f0522c,organicJob,PepITe.io,Boulogne-Billancourt (92),62
Internship Data scientist engineer in R&D team H/F,d241ce1fcb161e3c,https://www.indeed.fr/voir-emploi?jk=d241ce1fcb161e3c,organicJob,Misys,Paris (75),63
H/F Data Engineer,214684c3b3dc7b03,https://www.indeed.fr/voir-emploi?jk=214684c3b3dc7b03,organicJob,1000mercis,Paris (75),64
Architecte Big Data - H/F,487207d9c876cd11,https://www.indeed.fr/voir-emploi?jk=487207d9c876cd11,organicJob,SP SEARCH,Paris (75),65
Software Engineer - Data Infrastructure,07ca7f3d670b438d,https://www.indeed.fr/voir-emploi?jk=07ca7f3d670b438d,organicJob,Algolia,Paris (75),66
Data / BI Engineer H/F,c631e7cb8969c98e,https://www.indeed.fr/voir-emploi?jk=c631e7cb8969c98e,organicJob,JobTeaser,Paris (75),67
Ingénieur Big Data h/f,96129f0751794f83,https://www.indeed.fr/voir-emploi?jk=96129f0751794f83,organicJob,Infogene,Paris (75),68
Desktop Support (Techforce) Analyst,3b7836b8d18ae89a,https://www.indeed.fr/voir-emploi?jk=3b7836b8d18ae89a,organicJob,Salesforce,Paris (75),69
Data Miner (H/F),414d794589032d7d,https://www.indeed.fr/voir-emploi?jk=414d794589032d7d,organicJob,Olympp,Paris (75),70
CONSULTANT BIG DATA Engineer – H/F,441213f2f2cd059c,https://www.indeed.fr/voir-emploi?jk=441213f2f2cd059c,organicJob,Beezen,Neuilly-sur-Seine (92),71
Data Engineer - CTO / Directeur Technique Startup (H/F),177b7613ab92d9ef,https://www.indeed.fr/voir-emploi?jk=177b7613ab92d9ef,organicJob,VisitData,Paris 12e (75),72
"Business Analyst, Data Management",36ae5e0c48b1b154,https://www.indeed.fr/voir-emploi?jk=36ae5e0c48b1b154,organicJob,Orchestra networks,Paris (75),73
Consultant(e)s data engineer (Projet BIG DATA) F/H,44cf72927f87935b,https://www.indeed.fr/voir-emploi?jk=44cf72927f87935b,organicJob,ANAYA,Paris 1er (75),74
Business Analyst [EN],ab75ce062daf3a19,https://www.indeed.fr/voir-emploi?jk=ab75ce062daf3a19,organicJob,SCOR,Paris 16e (75),75
DATA Engineer confirmé et passionné H/F,8c343cca497aab70,https://www.indeed.fr/voir-emploi?jk=8c343cca497aab70,organicJob,Lincoln,Boulogne-Billancourt (92),76
Head of Analytics Center of Excellence,cadfe1ed104e51f9,https://www.indeed.fr/voir-emploi?jk=cadfe1ed104e51f9,organicJob,Criteo,Paris (75),77
Junior Developer,c6e093037b86e61d,https://www.indeed.fr/voir-emploi?jk=c6e093037b86e61d,organicJob,Talend,Suresnes (92),78
Consultant BIG DATA H/F (Paris),26f108d4040cfece,https://www.indeed.fr/voir-emploi?jk=26f108d4040cfece,organicJob,Keyrus,Paris (75),79
Software Engineer Big Data - H/F,b4d4f5caf1f387bd,https://www.indeed.fr/voir-emploi?jk=b4d4f5caf1f387bd,organicJob,Ysance,Paris (75),80
Software Engineer Internship,55a38c0ccab03fd5,https://www.indeed.fr/voir-emploi?jk=55a38c0ccab03fd5,organicJob,Criteo,Paris (75),81
Stage Data Process Engineer - BAC+4/5,13ef8229c5f9c234,https://www.indeed.fr/voir-emploi?jk=13ef8229c5f9c234,organicJob,Schneider Electric,Rueil-Malmaison (92),82
Software Engineering/Site Reliability Engineering Intern 201...,2ac719341a7baa02,https://www.indeed.fr/voir-emploi?jk=2ac719341a7baa02,organicJob,Google,Paris (75),83
Responsable Data Analytics (H/F),0ee4e28a28aa03ec,https://www.indeed.fr/voir-emploi?jk=0ee4e28a28aa03ec,organicJob,Clémentine International,Paris (75),84
Data Engineer H/F,84e2e371ad34ecb4,https://www.indeed.fr/voir-emploi?jk=84e2e371ad34ecb4,organicJob,JobTeaser,Paris (75),85
Product Manager / SaaS Data-Analytics | 50-60 k€,e4c1788808496c26,https://www.indeed.fr/voir-emploi?jk=e4c1788808496c26,organicJob,Editeur SaaS - 25p. #Energie #data,Paris (75),86
Consultant Market Data & Support Engineer,7e98e4b519565fba,https://www.indeed.fr/voir-emploi?jk=7e98e4b519565fba,organicJob,Invivoo,Paris (75),87
Financial Analyst Intern (Paris),d9effba80cd330b3,https://www.indeed.fr/voir-emploi?jk=d9effba80cd330b3,organicJob,Stuart,Paris (75),88
Data Center Strategic Negotiator,8aaf9ced68638cfa,https://www.indeed.fr/voir-emploi?jk=8aaf9ced68638cfa,organicJob,Google,Paris (75),89
Ingénieur BIG DATA (H/F),05c176d830b902c1,https://www.indeed.fr/voir-emploi?jk=05c176d830b902c1,organicJob,Voyages SNCF,Paris (75),90
Data Engineer | Site d’annonces 16M visiteurs | 55-60K€,9f0f31903b92ee32,https://www.indeed.fr/voir-emploi?jk=9f0f31903b92ee32,organicJob,Data Recrutement : rejoignez une entreprise en for...,Paris (75),91
"Analytics Center of Excellence – Data Analyst, Tableau Exper...",c548476ef1073d06,https://www.indeed.fr/voir-emploi?jk=c548476ef1073d06,organicJob,Criteo,Paris (75),92
Développeur Python Big Data,a1cdbfb24cc9d5f8,https://www.indeed.fr/voir-emploi?jk=a1cdbfb24cc9d5f8,organicJob,Orness,Paris 9e (75),93
Research Engineer for large-scale metagenomic data analysis,4e17de189b46f142,https://www.indeed.fr/voir-emploi?jk=4e17de189b46f142,organicJob,INRA - Institut National de Recherche Agronomique,Jouy-en-Josas (78),94
Big Data Engineer Scala F/H,5d816842adf24083,https://www.indeed.fr/voir-emploi?jk=5d816842adf24083,organicJob,BLUECODERS,Paris 2e (75),95
UX Product Manager,52cbe95e63d7fca3,https://www.indeed.fr/voir-emploi?jk=52cbe95e63d7fca3,organicJob,Yoopies,Paris 9e (75),96
System Administrator/Level 3 support analyst,33b595d46a292239,https://www.indeed.fr/voir-emploi?jk=33b595d46a292239,organicJob,Webellian Poland Sp. z o.o.,Paris (75),97
Dév Java Scala Python (From Scratch – Gd compte – Voiture co...,9a5544a6dfa07d38,https://www.indeed.fr/voir-emploi?jk=9a5544a6dfa07d38,organicJob,Inteam - Recrutement digital,Paris 11e (75),98
Business Engineer – étude smart data – 60 / 65 k€,e9a59ae176c28f9d,https://www.indeed.fr/voir-emploi?jk=e9a59ae176c28f9d,organicJob,Data Recrutement : rejoignez une entreprise en for...,Paris (75),99
Business Engineer,e2d1e983784ce6f1,https://www.indeed.fr/voir-emploi?jk=e2d1e983784ce6f1,organicJob,PYCO Group,Paris (75),100
Big Data Data Architect / DevOps Engineer,6d513e553b5b94f7,https://www.indeed.fr/voir-emploi?jk=6d513e553b5b94f7,organicJob,Happydemics,Paris (75),101
Software Engineer,3368af6d8b1d2cc9,https://www.indeed.fr/voir-emploi?jk=3368af6d8b1d2cc9,organicJob,Weborama,Paris 19e (75),102
Sr. ISV Software Engineer,dc580f45425a9333,https://www.indeed.fr/voir-emploi?jk=dc580f45425a9333,organicJob,"Advanced Micro Devices, Inc.",Paris (75),103
Software engineer - Machine Learning,660a536cbf8918ee,https://www.indeed.fr/voir-emploi?jk=660a536cbf8918ee,organicJob,Capital Management Fund,Paris (75),104
Data Software Engineer (H/F),140dc5b51e55686a,https://www.indeed.fr/voir-emploi?jk=140dc5b51e55686a,organicJob,Carrefour,Massy (91),105
Big Data Engineer | Startup de la Adtech | 45/55 K€ + BSPCE,a78c3b96208bcbc8,https://www.indeed.fr/voir-emploi?jk=a78c3b96208bcbc8,organicJob,Data Recrutement : rejoignez une entreprise en for...,Paris (75),106
QA Analyst,db89e1727aac20ac,https://www.indeed.fr/voir-emploi?jk=db89e1727aac20ac,organicJob,Alkemics,Paris (75),107
Big Data DEVOPS Engineer H/F,741d0768a473eab8,https://www.indeed.fr/voir-emploi?jk=741d0768a473eab8,organicJob,Carrefour,Massy (91),108
Développeur Big Data H/F,ad4e6db9ddd83da4,https://www.indeed.fr/voir-emploi?jk=ad4e6db9ddd83da4,organicJob,D2SI,Paris (75),109
Senior Engineer in Recommender Systems,d89c031039369223,https://www.indeed.fr/voir-emploi?jk=d89c031039369223,organicJob,Criteo,Paris (75),110
Docker / Software engineer,7f595ceef3487522,https://www.indeed.fr/voir-emploi?jk=7f595ceef3487522,organicJob,Sqreen,Paris (75),111
Software QA Engineer (Test/Verification) -France-,242cd920f1419e90,https://www.indeed.fr/voir-emploi?jk=242cd920f1419e90,organicJob,TEOCO,Paris (75),112
C Software Engineer,c5386f3743ce1ca0,https://www.indeed.fr/voir-emploi?jk=c5386f3743ce1ca0,organicJob,Sqreen,Paris (75),113
"Software Engineer, Backend",54ff4e05b37c3003,https://www.indeed.fr/voir-emploi?jk=54ff4e05b37c3003,organicJob,"Zenly, Inc.",Paris (75),114
SysOps,5747d8449c21609c,https://www.indeed.fr/voir-emploi?jk=5747d8449c21609c,organicJob,Sublime Skinz,Paris (75),115
Research Scientist,2512e439a7d52a0a,https://www.indeed.fr/voir-emploi?jk=2512e439a7d52a0a,organicJob,Criteo,Paris (75),116
Robotics Expert Software Engineer,9eb0bcb2174d10eb,https://www.indeed.fr/voir-emploi?jk=9eb0bcb2174d10eb,organicJob,Networkers,Paris (75),117
INGéNIEUR BIG DATA - ENVIRONNEMENT SCALA/SPARK,3adfcb2370c1e646,https://www.indeed.fr/voir-emploi?jk=3adfcb2370c1e646,organicJob,Harnham,Paris (75),118
Technical Recruiter,2aaf9b903b324c1e,https://www.indeed.fr/voir-emploi?jk=2aaf9b903b324c1e,organicJob,Criteo,Paris (75),119
DATASCIENTIST - F/H,22d2079c337786c1,https://www.indeed.fr/voir-emploi?jk=22d2079c337786c1,organicJob,Sarenza,Paris (75),120
Data Engineer Java/Hadoop,285d4aadca4c3605,https://www.indeed.fr/voir-emploi?jk=285d4aadca4c3605,organicJob,SMART ADSERVER,Paris (75),121
Cloud Software Engineer,a3f4b74ef22978cd,https://www.indeed.fr/voir-emploi?jk=a3f4b74ef22978cd,organicJob,Fifty Five,Paris (75),122
"Summer Trainee Engineering Program, STEP 2017",8eab13a6df372dd8,https://www.indeed.fr/voir-emploi?jk=8eab13a6df372dd8,organicJob,Google,Paris (75),123
Site Reliability Engineer – Traitements distribués (H/F),21c485989b6d2a40,https://www.indeed.fr/voir-emploi?jk=21c485989b6d2a40,organicJob,Ministère de la Défense,Paris (75),124
World Enterprise Application Technical Director,3f0b6c10fc0d4520,https://www.indeed.fr/voir-emploi?jk=3f0b6c10fc0d4520,organicJob,Gameloft,Paris (75),125
Application Engineer,81aa29b9542aa3d6,https://www.indeed.fr/voir-emploi?jk=81aa29b9542aa3d6,organicJob,Trading Systems,Paris (75),126
"Software Engineer (Paris, France)",115af4cc31b2bfe1,https://www.indeed.fr/voir-emploi?jk=115af4cc31b2bfe1,organicJob,Appareo Systems,Paris (75),127
Software Engineer - Ruby/Rails (M/F),a6c77bea08faabd1,https://www.indeed.fr/voir-emploi?jk=a6c77bea08faabd1,organicJob,Adomik,Paris (75),128
Full Stack Engineer,dc6237d4dbe6e44f,https://www.indeed.fr/voir-emploi?jk=dc6237d4dbe6e44f,organicJob,Dataiku,Paris (75),129
Data Engineer pour la market-place de l'avenir,0f5338e93cbce4fa,https://www.indeed.fr/voir-emploi?jk=0f5338e93cbce4fa,organicJob,Bluecoders.io,Paris (75),130
Lead Data Engineer (H/F),e40c035ff13d1970,https://www.indeed.fr/voir-emploi?jk=e40c035ff13d1970,organicJob,Ercom,Vélizy-Villacoublay (78),131
"Senior Software Engineer, Azure CAT",bacdec09545185a4,https://www.indeed.fr/voir-emploi?jk=bacdec09545185a4,organicJob,Microsoft,Paris (75),132
Senior Data Engineer,33c2eb9046cd6511,https://www.indeed.fr/voir-emploi?jk=33c2eb9046cd6511,organicJob,ContentSquare,Paris (75),133
Software Engineer,5773920dfa3aa8e5,https://www.indeed.fr/voir-emploi?jk=5773920dfa3aa8e5,organicJob,Fifty Five,Paris (75),134
Frontend Software Engineer,b993d657df8165a7,https://www.indeed.fr/voir-emploi?jk=b993d657df8165a7,organicJob,Alkemics,Paris (75),135
Data Engineer Python (H/F) - Start-up de la Fintech/Legaltec...,83e692fcc2357f5a,https://www.indeed.fr/voir-emploi?jk=83e692fcc2357f5a,organicJob,Skillink,Paris (75),136
Devops Engineer,0163fc0ab81f3637,https://www.indeed.fr/voir-emploi?jk=0163fc0ab81f3637,organicJob,Alkemics,Paris (75),137
Data Engineer – H/F,96a0665d5c7e94f2,https://www.indeed.fr/voir-emploi?jk=96a0665d5c7e94f2,organicJob,Up Sourcing,Paris (75),138
Software Engineer F/H,8f09edf4e64fd869,https://www.indeed.fr/voir-emploi?jk=8f09edf4e64fd869,organicJob,YSANCE,Paris 2e (75),139
QA Opérationnel sur Python sur un projet DATA (H/F) - H/F,1f07b2d87426554b,https://www.indeed.fr/voir-emploi?jk=1f07b2d87426554b,organicJob,Bluecoders.io,Paris (75),140
"Embedded Software Engineer (Paris, France)",7f2a81841944ad71,https://www.indeed.fr/voir-emploi?jk=7f2a81841944ad71,organicJob,Appareo Systems,Paris (75),141
Team Leader Big Data H/F - Cabinet de conseil,0081315cb9cdc127,https://www.indeed.fr/voir-emploi?jk=0081315cb9cdc127,organicJob,Michael Page,Paris (75),142
Data Scientist senior H/F,259f99c026f0a832,https://www.indeed.fr/voir-emploi?jk=259f99c026f0a832,organicJob,Safran,Magny-les-Hameaux (78),143
Chief Marketing Officer (Paris),bc2b0ea2f128c1b7,https://www.indeed.fr/voir-emploi?jk=bc2b0ea2f128c1b7,organicJob,Stuart,Paris (75),144
Senior Big Data engineer,4db4f6ad1a09d1a3,https://www.indeed.fr/voir-emploi?jk=4db4f6ad1a09d1a3,organicJob,LOKAD,Paris (75),145
Lead Data Engineer F/H,291d652c043185df,https://www.indeed.fr/voir-emploi?jk=291d652c043185df,organicJob,ENGINEERING RESEAUX COMMUNICATIONS,Vélizy-Villacoublay (78),146
"Software Engineering Intern, PhD 2017",0d45821cc0c218d8,https://www.indeed.fr/voir-emploi?jk=0d45821cc0c218d8,organicJob,Google,Paris (75),147
Firmware Engineer,512ec017efcbc237,https://www.indeed.fr/voir-emploi?jk=512ec017efcbc237,organicJob,Kryptos Technologies Ltd,Paris (75),148
"Senior Director, Product Line - Big Data & Analytics",641cc1638fd32fc5,https://www.indeed.fr/voir-emploi?jk=641cc1638fd32fc5,organicJob,Axway,Paris,149
Full stack developer Intern,bac647384b9e7624,https://www.indeed.fr/voir-emploi?jk=bac647384b9e7624,organicJob,Elum Energy,Paris 6e (75),150
DevOps Engineer (W/M),0c8a1f2a28fabc7a,https://www.indeed.fr/voir-emploi?jk=0c8a1f2a28fabc7a,organicJob,Aircall,Paris (75),151
Data Engineer Expert (H/F) / Freelance,e2186c2ba2900ed5,https://www.indeed.fr/voir-emploi?jk=e2186c2ba2900ed5,organicJob,LOGTEAM,Paris,152
Architecte Big Data H/F,b57513bc0d526875,https://www.indeed.fr/voir-emploi?jk=b57513bc0d526875,organicJob,,Paris (75),153
Senior Data Engineer (H/F),506452adbefee657,https://www.indeed.fr/voir-emploi?jk=506452adbefee657,organicJob,Carrefour,Massy (91),154
DATA SCIENTIST - SOFTWARE ENGINEER,65e4009acceed323,https://www.indeed.fr/voir-emploi?jk=65e4009acceed323,organicJob,Harnham,Paris (75),155
SENIOR C# SW DEVELOPMENT ENGINEER (PRAGUE) F/H,d47815b50216b8fc,https://www.indeed.fr/voir-emploi?jk=d47815b50216b8fc,organicJob,NATEK SRO,République (75),156
Senior Technical Writer,0ca5d3fd6e2e77e1,https://www.indeed.fr/voir-emploi?jk=0ca5d3fd6e2e77e1,organicJob,Cloudmark,Paris 2e (75),157
Product Design Engineer,12a30c304fc6bcbf,https://www.indeed.fr/voir-emploi?jk=12a30c304fc6bcbf,organicJob,PTC GROUP,Paris (75),158
DNA Analytics Technician/Engineer,96e9629a5c27ada4,https://www.indeed.fr/voir-emploi?jk=96e9629a5c27ada4,organicJob,DNA Script,Paris (75),159
Senior Core Developper H/F,474200a127d4fea5,https://www.indeed.fr/voir-emploi?jk=474200a127d4fea5,organicJob,Dailymotion,Paris (75),160
Software QA/Test Sr Engineer,338e43b57860a4e8,https://www.indeed.fr/voir-emploi?jk=338e43b57860a4e8,organicJob,Seagate,Paris (75),161
Performance Dashboard Senior Backend Dev,182da2f40cddd591,https://www.indeed.fr/voir-emploi?jk=182da2f40cddd591,organicJob,Schibsted Media Group,Paris (75),162
Senior Platform Engineer (x3),c8ee56b163bac28d,https://www.indeed.fr/voir-emploi?jk=c8ee56b163bac28d,organicJob,Hull,Paris (75),163
Senior Technical Support Engineer,2080cfd30bb7edfb,https://www.indeed.fr/voir-emploi?jk=2080cfd30bb7edfb,organicJob,Akamai,Paris (75),164
"Graphics Engineer, Mobile",cb424a2e6a01c04d,https://www.indeed.fr/voir-emploi?jk=cb424a2e6a01c04d,organicJob,"Zenly, Inc.",Paris (75),165
Senior Business Developer,f3debece64eaa113,https://www.indeed.fr/voir-emploi?jk=f3debece64eaa113,organicJob,BSO NETWORK,Paris (75),166
Senior Solutions Engineer,1e1abb3e1a2fef3a,https://www.indeed.fr/voir-emploi?jk=1e1abb3e1a2fef3a,organicJob,Akamai,Paris (75),167
Data Scientist Intelligence Artificielle et Machine Learning,a7ae74eada97e91c,https://www.indeed.fr/voir-emploi?jk=a7ae74eada97e91c,organicJob,Inteam - Recrutement digital,Paris 11e (75),168
Ingénieur Systèmes Réseaux Cisco H/F,d9b30b755792cdbb,https://www.indeed.fr/voir-emploi?jk=d9b30b755792cdbb,organicJob,Vision Valley,Paris (75),169
"Forward Deployed Software Engineer, New Grad",240239fbd950d63b,https://www.indeed.fr/voir-emploi?jk=240239fbd950d63b,organicJob,Palantir Technologies,Paris (75),170
